day,CEL0561-label,CEL0561-f1,CEL0561-f2,CEL0561-f3,CEL0561-f4,CEL0561-f5
2010-09-08,0,0.3701388888888889,0.7472222222222222,,,
2010-09-09,0,0.3756944444444444,0.7493055555555556,,,
2010-09-10,0,0.3770833333333333,0.7472222222222222,,,
2010-09-13,0,0.3729166666666667,0.7576388888888889,,,
2010-09-14,0,0.3666666666666666,0.7590277777777777,,,
2010-09-15,0,0.375,0.7590277777777777,,,
2010-09-16,0,0.375,0.7479166666666667,,,
2010-09-17,0,0.3756944444444444,0.7555555555555555,,,
2010-09-20,0,0.3694444444444444,0.7548611111111111,,,
2010-09-21,0,0.3645833333333333,0.7520833333333333,,,
2010-09-22,0,0.3777777777777777,0.7604166666666666,,,
2010-09-23,0,0.3777777777777777,0.7479166666666667,,,
2010-09-24,0,0.3770833333333333,0.7486111111111111,,,
2010-09-27,0,0.3736111111111111,0.7472222222222222,,,
2010-09-28,0,0.3652777777777777,0.7576388888888889,,,
2010-09-29,0,0.3652777777777777,0.7506944444444444,,,
2010-09-30,0,0.3652777777777777,0.75,,,
2010-10-01,0,0.375,0.7569444444444444,,,
2010-10-04,0,0.3666666666666666,0.75,,,
2010-10-05,0,0.3645833333333333,0.7520833333333333,,,
2010-10-06,0,0.375,0.7493055555555556,,,
2010-10-07,0,0.3729166666666667,0.7506944444444444,,,
2010-10-08,0,0.375,0.7493055555555556,,,
2010-10-11,0,0.3756944444444444,0.7472222222222222,,,
2010-10-12,0,0.3756944444444444,0.7472222222222222,,,
2010-10-13,0,0.3715277777777778,0.75,,,
2010-10-14,0,0.3652777777777777,0.7506944444444444,,,
2010-10-15,0,0.3736111111111111,0.7513888888888889,,,
2010-10-18,0,0.3673611111111111,0.7583333333333333,,,
2010-10-19,0,0.3736111111111111,0.7583333333333333,,,
2010-10-20,0,0.3763888888888889,0.7583333333333333,,,
2010-10-21,0,0.3770833333333333,0.7506944444444444,,,
2010-10-22,0,0.375,0.7479166666666667,,,
2010-10-25,0,0.3763888888888889,0.7472222222222222,,,
2010-10-26,0,0.36875,0.7548611111111111,,,
2010-10-27,0,0.3680555555555556,0.7555555555555555,,,
2010-10-28,0,0.3666666666666666,0.7548611111111111,,,
2010-10-29,0,0.3777777777777777,0.7513888888888889,,,
2010-11-01,0,0.3756944444444444,0.75,,,
2010-11-02,0,0.3652777777777777,0.7541666666666667,,,
2010-11-03,0,0.3729166666666667,0.7472222222222222,,,
2010-11-04,0,0.3756944444444444,0.7472222222222222,,,
2010-11-05,0,0.3770833333333333,0.7597222222222222,,,
2010-11-08,0,0.3715277777777778,0.7555555555555555,,,
2010-11-09,0,0.3770833333333333,0.75,,,
2010-11-10,0,0.3652777777777777,0.7534722222222222,,,
2010-11-11,0,0.3701388888888889,0.7555555555555555,,,
2010-11-12,0,0.3701388888888889,0.7534722222222222,,,
2010-11-15,0,0.3652777777777777,0.7597222222222222,,,
2010-11-16,0,0.3743055555555555,0.7555555555555555,,,
2010-11-17,0,0.3680555555555556,0.7541666666666667,,,
2010-11-18,0,0.3652777777777777,0.7541666666666667,,,
2010-11-19,0,0.3770833333333333,0.7569444444444444,,,
2010-11-22,0,0.3652777777777777,0.75625,,,
2010-11-23,0,0.36875,0.7555555555555555,,,
2010-11-24,0,0.3680555555555556,0.7506944444444444,,,
2010-11-25,0,,,,,
2010-11-26,0,,,,,
2010-11-29,0,0.375,0.75,,,
2010-11-30,0,0.375,0.7479166666666667,,,
2010-12-01,0,0.3756944444444444,0.7486111111111111,,,
2010-12-02,0,0.3645833333333333,0.7486111111111111,,,
2010-12-03,0,0.3673611111111111,0.7541666666666667,,,
2010-12-06,0,0.3722222222222222,0.7576388888888889,,,
2010-12-07,0,0.3763888888888889,0.7486111111111111,,,
2010-12-08,0,0.3645833333333333,0.7506944444444444,,,
2010-12-09,0,0.3659722222222222,0.7479166666666667,,,
2010-12-10,0,0.3770833333333333,0.75,,,
2010-12-13,0,0.3694444444444444,0.7590277777777777,,,
2010-12-14,0,0.3694444444444444,0.7506944444444444,,,
2010-12-15,0,0.375,0.7486111111111111,,,
2010-12-16,0,0.3763888888888889,0.7493055555555556,,,
2010-12-17,0,0.3763888888888889,0.7479166666666667,,,
2010-12-20,0,0.3673611111111111,0.7590277777777777,,,
2010-12-21,0,0.3680555555555556,0.7569444444444444,,,
2010-12-22,0,0.3763888888888889,0.75,,,
2010-12-23,0,,,,,
2010-12-24,0,,,,,
2010-12-27,0,0.3756944444444444,0.75,,,
2010-12-28,0,0.3701388888888889,0.7583333333333333,,,
2010-12-29,0,0.3763888888888889,0.7472222222222222,,,
2010-12-30,0,0.3770833333333333,0.7472222222222222,,,
2010-12-31,0,,,,,
2011-01-03,0,0.3666666666666666,0.7479166666666667,,,
2011-01-04,0,0.3777777777777777,0.75,,,
2011-01-05,0,0.3763888888888889,0.7479166666666667,,,
2011-01-06,0,0.375,0.7486111111111111,,,
2011-01-07,0,0.3659722222222222,0.75625,,,
2011-01-10,0,0.3763888888888889,0.7472222222222222,,,
2011-01-11,0,0.3756944444444444,0.75,,,
2011-01-12,0,0.375,0.75,,,
2011-01-13,0,0.3756944444444444,0.7472222222222222,,,
2011-01-14,0,0.3763888888888889,0.7472222222222222,,,
2011-01-17,0,0.3763888888888889,0.75625,,,
2011-01-18,0,0.3715277777777778,0.75,,,
2011-01-19,0,0.375,0.7493055555555556,,,
2011-01-20,0,0.3722222222222222,0.7555555555555555,,,
2011-01-21,0,0.3777777777777777,0.7479166666666667,,,
2011-01-24,0,0.375,0.7479166666666667,,,
2011-01-25,0,0.3763888888888889,0.7513888888888889,,,
2011-01-26,0,0.3756944444444444,0.7493055555555556,,,
2011-01-27,0,0.3763888888888889,0.7486111111111111,,,
2011-01-28,0,0.3756944444444444,0.7479166666666667,,,
2011-01-31,0,0.3701388888888889,0.7604166666666666,,,
2011-02-01,0,0.3763888888888889,0.7472222222222222,,,
2011-02-02,0,0.3736111111111111,0.7576388888888889,,,
2011-02-03,0,0.3708333333333333,0.7534722222222222,,,
2011-02-04,0,0.3743055555555555,0.7576388888888889,,,
2011-02-07,0,0.3666666666666666,0.7597222222222222,,,
2011-02-08,0,0.3659722222222222,0.7541666666666667,,,
2011-02-09,0,0.3756944444444444,0.75,,,
2011-02-10,0,0.3645833333333333,0.7555555555555555,,,
2011-02-11,0,0.3763888888888889,0.7479166666666667,,,
2011-02-14,0,0.3729166666666667,0.7506944444444444,,,
2011-02-15,0,0.3736111111111111,0.7555555555555555,,,
2011-02-16,0,0.3770833333333333,0.7493055555555556,,,
2011-02-17,0,0.3756944444444444,0.7486111111111111,,,
2011-02-18,0,0.3777777777777777,0.7486111111111111,,,
2011-02-21,0,0.3763888888888889,0.75,,,
2011-02-22,0,0.375,0.7493055555555556,,,
2011-02-23,0,0.3729166666666667,0.7479166666666667,,,
2011-02-24,0,0.3722222222222222,0.75,,,
2011-02-25,0,0.3722222222222222,0.7479166666666667,,,
2011-02-28,0,0.375,0.7486111111111111,,,
2011-03-01,0,0.3777777777777777,0.7520833333333333,,,
2011-03-02,0,0.3756944444444444,0.7486111111111111,,,
2011-03-03,0,0.3777777777777777,0.7472222222222222,,,
2011-03-04,0,0.3756944444444444,0.75,,,
2011-03-07,0,0.3673611111111111,0.7569444444444444,,,
2011-03-08,0,0.3777777777777777,0.7493055555555556,,,
2011-03-09,0,0.3756944444444444,0.7583333333333333,,,
2011-03-10,0,0.3729166666666667,0.7472222222222222,,,
2011-03-11,0,0.375,0.7493055555555556,,,
2011-03-14,0,0.3777777777777777,0.75,,,
2011-03-15,0,0.36875,0.7583333333333333,,,
2011-03-16,0,0.3756944444444444,0.7486111111111111,,,
2011-03-17,0,0.3666666666666666,0.7527777777777778,,,
2011-03-18,0,0.3777777777777777,0.7583333333333333,,,
2011-03-21,0,0.3756944444444444,0.7479166666666667,,,
2011-03-22,0,0.3645833333333333,0.7506944444444444,,,
2011-03-23,0,0.3770833333333333,0.7493055555555556,,,
2011-03-24,0,0.3673611111111111,0.7486111111111111,,,
2011-03-25,0,0.3756944444444444,0.7548611111111111,,,
2011-03-28,0,0.3680555555555556,0.7569444444444444,,,
2011-03-29,0,0.3756944444444444,0.7493055555555556,,,
2011-03-30,0,0.375,0.7472222222222222,,,
2011-03-31,0,0.3777777777777777,0.7472222222222222,,,
2011-04-01,0,0.3652777777777777,0.7583333333333333,,,
2011-04-04,0,0.36875,0.7576388888888889,,,
2011-04-05,0,0.3763888888888889,0.7576388888888889,,,
2011-04-06,0,0.3694444444444444,0.7604166666666666,,,
2011-04-07,0,0.3701388888888889,0.7576388888888889,,,
2011-04-08,0,0.375,0.7479166666666667,,,
2011-04-11,0,0.3763888888888889,0.7479166666666667,,,
2011-04-12,0,0.3756944444444444,0.75,,,
2011-04-13,0,0.375,0.7534722222222222,,,
2011-04-14,0,0.3763888888888889,0.7604166666666666,,,
2011-04-15,0,0.3770833333333333,0.7486111111111111,,,
2011-04-18,0,0.3770833333333333,0.75,,,
2011-04-19,0,0.3770833333333333,0.7472222222222222,,,
2011-04-20,0,0.3729166666666667,0.7569444444444444,,,
2011-04-21,0,0.3763888888888889,0.7472222222222222,,,
2011-04-22,0,,,,,
2011-04-25,0,0.3756944444444444,0.75,,,
2011-04-26,0,0.3673611111111111,0.7569444444444444,,,
2011-04-27,0,0.3777777777777777,0.75,,,
2011-04-28,0,0.375,0.7486111111111111,,,
2011-04-29,0,0.3763888888888889,0.7548611111111111,,,
2011-05-02,0,0.3777777777777777,0.7493055555555556,,,
2011-05-03,0,0.375,0.7493055555555556,,,
2011-05-04,0,0.3701388888888889,0.7506944444444444,,,
2011-05-05,0,0.3763888888888889,0.7493055555555556,,,
2011-05-06,0,0.3777777777777777,0.75,,,
2011-05-09,0,0.3756944444444444,0.7472222222222222,,,
2011-05-10,0,0.3729166666666667,0.7520833333333333,,,
2011-05-11,0,0.3729166666666667,0.7493055555555556,,,
2011-05-12,0,0.375,0.7493055555555556,,,
2011-05-13,0,0.3763888888888889,0.7506944444444444,,,
2011-05-16,0,0.3770833333333333,0.75,,,
2011-05-17,0,,,,,
2011-05-18,0,,,,,
2011-05-19,0,,,,,
2011-05-20,0,,,,,
