day,RVC0232-label,RVC0232-f1,RVC0232-f2,RVC0232-f3,RVC0232-f4,RVC0232-f5
2010-04-28,0,0.3305555555555555,0.7923611111111111,,,
2010-04-29,0,0.3347222222222222,0.7888888888888889,,,
2010-04-30,0,0.3277777777777778,0.7923611111111111,,,
2010-05-03,0,0.3354166666666666,0.7847222222222222,,,
2010-05-04,0,0.3354166666666666,0.8006944444444445,,,
2010-05-05,0,0.3402777777777778,0.7868055555555555,,,
2010-05-06,0,0.3409722222222222,0.7902777777777777,,,
2010-05-07,0,0.3333333333333333,0.7944444444444444,,,
2010-05-10,0,0.3402777777777778,0.7861111111111111,,,
2010-05-11,0,0.3298611111111111,0.8020833333333334,,,
2010-05-12,0,0.3333333333333333,0.7916666666666666,,,
2010-05-13,0,0.3236111111111111,0.7986111111111112,,,
2010-05-14,0,0.3270833333333333,0.7951388888888888,,,
2010-05-17,0,0.3333333333333333,0.7881944444444444,,,
2010-05-18,0,0.3291666666666666,0.7916666666666666,,,
2010-05-19,0,0.3319444444444444,0.8020833333333334,,,
2010-05-20,0,0.325,0.7986111111111112,,,
2010-05-21,0,0.3270833333333333,0.7965277777777777,,,
2010-05-24,0,0.325,0.7979166666666667,,,
2010-05-25,0,0.3381944444444444,0.7881944444444444,,,
2010-05-26,0,0.3361111111111111,0.7902777777777777,,,
2010-05-27,0,0.3277777777777778,0.79375,,,
2010-05-28,0,0.3263888888888889,0.7930555555555555,,,
2010-05-31,0,,,,,
2010-06-01,0,0.3333333333333333,0.7847222222222222,,,
2010-06-02,0,0.3388888888888889,0.7972222222222223,,,
2010-06-03,0,0.3319444444444444,0.7965277777777777,,,
2010-06-04,0,0.3277777777777778,0.8,,,
2010-06-07,0,0.3326388888888889,0.8006944444444445,,,
2010-06-08,0,0.3361111111111111,0.7895833333333333,,,
2010-06-09,0,0.3333333333333333,0.7972222222222223,,,
2010-06-10,0,0.3229166666666667,0.7993055555555556,,,
2010-06-11,0,0.3347222222222222,0.7868055555555555,,,
2010-06-14,0,0.3291666666666666,0.7965277777777777,,,
2010-06-15,0,0.3243055555555555,0.8013888888888889,,,
2010-06-16,0,0.3347222222222222,0.7854166666666667,,,
2010-06-17,0,0.3354166666666666,0.7840277777777778,,,
2010-06-18,0,0.3395833333333333,0.7861111111111111,,,
2010-06-21,0,0.3368055555555556,0.8006944444444445,,,
2010-06-22,0,0.3284722222222222,0.7993055555555556,,,
2010-06-23,0,0.3326388888888889,0.7958333333333333,,,
2010-06-24,0,0.3402777777777778,0.7875,,,
2010-06-25,0,0.3256944444444444,0.8013888888888889,,,
2010-06-28,0,0.3326388888888889,0.7958333333333333,,,
2010-06-29,0,0.3381944444444444,0.7902777777777777,,,
2010-06-30,0,0.3333333333333333,0.7881944444444444,,,
2010-07-01,0,0.3263888888888889,0.7916666666666666,,,
2010-07-02,0,0.3326388888888889,0.7923611111111111,,,
2010-07-05,0,,,,,
2010-07-06,0,0.3263888888888889,0.8,,,
2010-07-07,0,0.3368055555555556,0.7868055555555555,,,
2010-07-08,0,0.3277777777777778,0.7958333333333333,,,
2010-07-09,0,0.3361111111111111,0.7888888888888889,,,
2010-07-12,0,0.3395833333333333,0.7958333333333333,,,
2010-07-13,0,0.3381944444444444,0.7895833333333333,,,
2010-07-14,0,0.3381944444444444,0.7916666666666666,,,
2010-07-15,0,0.3229166666666667,0.7965277777777777,,,
2010-07-16,0,0.3270833333333333,0.7861111111111111,,,
2010-07-19,0,0.3361111111111111,0.7909722222222222,,,
2010-07-20,0,0.3333333333333333,0.7902777777777777,,,
2010-07-21,0,0.3354166666666666,0.8006944444444445,,,
2010-07-22,0,0.3277777777777778,0.7923611111111111,,,
2010-07-23,0,0.3319444444444444,0.7944444444444444,,,
2010-07-26,0,0.33125,0.7916666666666666,,,
2010-07-27,0,0.3361111111111111,0.7888888888888889,,,
2010-07-28,0,0.3409722222222222,0.7868055555555555,,,
2010-07-29,0,0.3402777777777778,0.7854166666666667,,,
2010-07-30,0,0.3409722222222222,0.7847222222222222,,,
2010-08-02,0,0.3409722222222222,0.79375,,,
2010-08-03,0,0.3361111111111111,0.7993055555555556,,,
2010-08-04,0,0.3277777777777778,0.7986111111111112,,,
2010-08-05,0,0.3375,0.7840277777777778,,,
2010-08-06,0,0.3347222222222222,0.7916666666666666,,,
2010-08-09,0,0.3361111111111111,0.7847222222222222,,,
2010-08-10,0,0.3326388888888889,0.8006944444444445,,,
2010-08-11,0,0.3236111111111111,0.7958333333333333,,,
2010-08-12,0,0.3305555555555555,0.7958333333333333,,,
2010-08-13,0,0.3409722222222222,0.7895833333333333,,,
2010-08-16,0,0.3354166666666666,0.7868055555555555,,,
2010-08-17,0,0.3375,0.7854166666666667,,,
2010-08-18,0,0.3270833333333333,0.7965277777777777,,,
2010-08-19,0,0.3298611111111111,0.7923611111111111,,,
2010-08-20,0,0.3368055555555556,0.7902777777777777,,,
2010-08-23,0,0.3229166666666667,0.7944444444444444,,,
2010-08-24,0,0.3340277777777777,0.7881944444444444,,,
2010-08-25,0,0.3402777777777778,0.7854166666666667,,,
2010-08-26,0,0.3381944444444444,0.7916666666666666,,,
2010-08-27,0,0.3340277777777777,0.7916666666666666,,,
2010-08-30,0,0.3409722222222222,0.7854166666666667,,,
2010-08-31,0,0.3347222222222222,0.7868055555555555,,,
2010-09-01,0,0.3361111111111111,0.7916666666666666,,,
2010-09-02,0,0.3243055555555555,0.7847222222222222,,,
2010-09-03,0,0.3243055555555555,0.79375,,,
2010-09-06,0,,,,,
2010-09-07,0,0.3298611111111111,0.7923611111111111,,,
2010-09-08,0,0.3305555555555555,0.7875,,,
2010-09-09,0,0.3333333333333333,0.7930555555555555,,,
2010-09-10,0,0.3354166666666666,0.7902777777777777,,,
2010-09-13,0,0.3263888888888889,0.8006944444444445,,,
2010-09-14,0,0.3298611111111111,0.7916666666666666,,,
2010-09-15,0,0.33125,0.7972222222222223,,,
2010-09-16,0,0.3402777777777778,0.7888888888888889,,,
2010-09-17,0,0.3381944444444444,0.7881944444444444,,,
2010-09-20,0,0.3305555555555555,0.7986111111111112,,,
2010-09-21,0,0.3256944444444444,0.79375,,,
2010-09-22,0,0.3402777777777778,0.7840277777777778,,,
2010-09-23,0,0.3395833333333333,0.7868055555555555,,,
2010-09-24,0,0.3368055555555556,0.7916666666666666,,,
2010-09-27,0,0.3298611111111111,0.7888888888888889,,,
2010-09-28,0,0.3256944444444444,0.7958333333333333,,,
2010-09-29,0,0.3284722222222222,0.7972222222222223,,,
2010-09-30,0,0.3229166666666667,0.7881944444444444,,,
2010-10-01,0,0.3284722222222222,0.7965277777777777,,,
2010-10-04,0,0.3277777777777778,0.7965277777777777,,,
2010-10-05,0,0.3277777777777778,0.7951388888888888,,,
2010-10-06,0,0.3340277777777777,0.7847222222222222,,,
2010-10-07,0,0.3277777777777778,0.7986111111111112,,,
2010-10-08,0,0.3354166666666666,0.7854166666666667,,,
2010-10-11,0,0.3375,0.7902777777777777,,,
2010-10-12,0,0.3368055555555556,0.7916666666666666,,,
2010-10-13,0,0.3395833333333333,0.7902777777777777,,,
2010-10-14,0,0.3236111111111111,0.8013888888888889,,,
2010-10-15,0,0.3354166666666666,0.7881944444444444,,,
2010-10-18,0,0.3305555555555555,0.7986111111111112,,,
2010-10-19,0,0.3305555555555555,0.8,,,
2010-10-20,0,0.3375,0.7979166666666667,,,
2010-10-21,0,0.3354166666666666,0.7861111111111111,,,
2010-10-22,0,0.3395833333333333,0.7840277777777778,,,
2010-10-25,0,0.3375,0.7875,,,
2010-10-26,0,0.3333333333333333,0.7951388888888888,,,
2010-10-27,0,0.3236111111111111,0.7875,,,
2010-10-28,0,0.3243055555555555,0.7916666666666666,,,
2010-10-29,0,0.3409722222222222,0.7909722222222222,,,
2010-11-01,0,0.3402777777777778,0.7861111111111111,,,
2010-11-02,0,0.3256944444444444,0.7944444444444444,,,
2010-11-03,0,0.3402777777777778,0.7881944444444444,,,
2010-11-04,0,0.3409722222222222,0.7916666666666666,,,
2010-11-05,0,0.3409722222222222,0.7840277777777778,,,
2010-11-08,0,0.33125,0.7916666666666666,,,
2010-11-09,0,0.3388888888888889,0.7909722222222222,,,
2010-11-10,0,0.3319444444444444,0.7861111111111111,,,
2010-11-11,0,0.3236111111111111,0.7861111111111111,,,
2010-11-12,0,0.3284722222222222,0.7958333333333333,,,
2010-11-15,0,0.3347222222222222,0.7854166666666667,,,
2010-11-16,0,0.3319444444444444,0.8006944444444445,,,
2010-11-17,0,0.3347222222222222,0.7902777777777777,,,
2010-11-18,0,0.3326388888888889,0.7868055555555555,,,
2010-11-19,0,0.3375,0.7847222222222222,,,
2010-11-22,0,0.3340277777777777,0.7993055555555556,,,
2010-11-23,0,0.3291666666666666,0.8006944444444445,,,
2010-11-24,0,0.33125,0.8020833333333334,,,
2010-11-25,0,,,,,
2010-11-26,0,,,,,
2010-11-29,0,0.3256944444444444,0.7909722222222222,,,
2010-11-30,0,0.3354166666666666,0.7854166666666667,,,
2010-12-01,0,0.3409722222222222,0.7861111111111111,,,
2010-12-02,0,0.3319444444444444,0.7854166666666667,,,
2010-12-03,0,0.3263888888888889,0.8020833333333334,,,
2010-12-06,0,0.3305555555555555,0.8006944444444445,,,
2010-12-07,0,0.3319444444444444,0.7895833333333333,,,
2010-12-08,0,0.3236111111111111,0.7930555555555555,,,
2010-12-09,0,0.3381944444444444,0.7902777777777777,,,
2010-12-10,0,0.3388888888888889,0.8006944444444445,,,
2010-12-13,0,0.3375,0.7868055555555555,,,
2010-12-14,0,0.3319444444444444,0.8006944444444445,,,
2010-12-15,0,0.3388888888888889,0.7847222222222222,,,
2010-12-16,0,0.3340277777777777,0.7916666666666666,,,
2010-12-17,0,0.3409722222222222,0.7902777777777777,,,
2010-12-20,0,0.3375,0.8020833333333334,,,
2010-12-21,0,0.3409722222222222,0.8,,,
2010-12-22,0,0.3326388888888889,0.7875,,,
2010-12-23,0,,,,,
2010-12-24,0,,,,,
2010-12-27,0,0.3333333333333333,0.7847222222222222,,,
2010-12-28,0,0.3263888888888889,0.7965277777777777,,,
2010-12-29,0,0.3368055555555556,0.7847222222222222,,,
2010-12-30,0,0.3354166666666666,0.7875,,,
2010-12-31,0,,,,,
2011-01-03,0,0.3263888888888889,0.7951388888888888,,,
2011-01-04,0,0.3347222222222222,0.7916666666666666,,,
2011-01-05,0,0.3361111111111111,0.7916666666666666,,,
2011-01-06,0,0.3340277777777777,0.7902777777777777,,,
2011-01-07,0,0.3305555555555555,0.8,,,
2011-01-10,0,0.3333333333333333,0.7868055555555555,,,
2011-01-11,0,0.3375,0.7902777777777777,,,
2011-01-12,0,0.3395833333333333,0.7888888888888889,,,
2011-01-13,0,0.3340277777777777,0.7916666666666666,,,
2011-01-14,0,0.3368055555555556,0.7861111111111111,,,
2011-01-17,0,0.3354166666666666,0.7902777777777777,,,
2011-01-18,0,0.3229166666666667,0.8013888888888889,,,
2011-01-19,0,0.3340277777777777,0.7868055555555555,,,
2011-01-20,0,0.33125,0.79375,,,
2011-01-21,0,0.3347222222222222,0.7909722222222222,,,
2011-01-24,0,0.3361111111111111,0.7986111111111112,,,
2011-01-25,0,0.3298611111111111,0.8,,,
2011-01-26,0,0.3402777777777778,0.7854166666666667,,,
2011-01-27,0,0.3381944444444444,0.7895833333333333,,,
2011-01-28,0,0.3381944444444444,0.7868055555555555,,,
2011-01-31,0,0.3361111111111111,0.7944444444444444,,,
2011-02-01,0,0.3277777777777778,0.7958333333333333,,,
2011-02-02,0,0.3277777777777778,0.79375,,,
2011-02-03,0,0.3263888888888889,0.7916666666666666,,,
2011-02-04,0,0.33125,0.8020833333333334,,,
2011-02-07,0,0.3236111111111111,0.7923611111111111,,,
2011-02-08,0,0.3305555555555555,0.7923611111111111,,,
2011-02-09,0,0.3270833333333333,0.7854166666666667,,,
2011-02-10,0,0.3284722222222222,0.7972222222222223,,,
2011-02-11,0,0.3388888888888889,0.7930555555555555,,,
2011-02-14,0,0.3291666666666666,0.7916666666666666,,,
2011-02-15,0,0.3243055555555555,0.7972222222222223,,,
2011-02-16,0,0.3381944444444444,0.7888888888888889,,,
2011-02-17,0,0.3333333333333333,0.7895833333333333,,,
2011-02-18,0,0.3354166666666666,0.7958333333333333,,,
2011-02-21,0,0.3388888888888889,0.7916666666666666,,,
2011-02-22,0,0.3368055555555556,0.7888888888888889,,,
2011-02-23,0,0.3402777777777778,0.7923611111111111,,,
2011-02-24,0,0.3305555555555555,0.7854166666666667,,,
2011-02-25,0,0.3229166666666667,0.7965277777777777,,,
2011-02-28,0,0.3381944444444444,0.7881944444444444,,,
2011-03-01,0,0.3256944444444444,0.8020833333333334,,,
2011-03-02,0,0.3354166666666666,0.7916666666666666,,,
2011-03-03,0,0.3388888888888889,0.7895833333333333,,,
2011-03-04,0,0.3333333333333333,0.7930555555555555,,,
2011-03-07,0,0.3277777777777778,0.7951388888888888,,,
2011-03-08,0,0.3333333333333333,0.7902777777777777,,,
2011-03-09,0,0.3298611111111111,0.7902777777777777,,,
2011-03-10,0,0.3402777777777778,0.7895833333333333,,,
2011-03-11,0,0.3236111111111111,0.7923611111111111,,,
2011-03-14,0,0.3347222222222222,0.7868055555555555,,,
2011-03-15,0,0.3277777777777778,0.7958333333333333,,,
2011-03-16,0,0.3368055555555556,0.7916666666666666,,,
2011-03-17,0,0.33125,0.7993055555555556,,,
2011-03-18,0,0.3402777777777778,0.7965277777777777,,,
2011-03-21,0,0.3368055555555556,0.7868055555555555,,,
2011-03-22,0,0.3326388888888889,0.7944444444444444,,,
2011-03-23,0,0.3354166666666666,0.7888888888888889,,,
2011-03-24,0,0.3347222222222222,0.8020833333333334,,,
2011-03-25,0,0.3270833333333333,0.7847222222222222,,,
2011-03-28,0,0.33125,0.8020833333333334,,,
2011-03-29,0,0.3256944444444444,0.7916666666666666,,,
2011-03-30,0,0.3333333333333333,0.8013888888888889,,,
2011-03-31,0,0.3375,0.7847222222222222,,,
2011-04-01,0,0.3340277777777777,0.7868055555555555,,,
2011-04-04,0,0.3298611111111111,0.7993055555555556,,,
2011-04-05,0,0.3236111111111111,0.7986111111111112,,,
2011-04-06,0,0.3263888888888889,0.7965277777777777,,,
2011-04-07,0,0.3333333333333333,0.8020833333333334,,,
2011-04-08,0,0.3409722222222222,0.7840277777777778,,,
2011-04-11,0,0.3395833333333333,0.7840277777777778,,,
2011-04-12,0,0.3333333333333333,0.7881944444444444,,,
2011-04-13,0,0.3395833333333333,0.8,,,
2011-04-14,0,0.3368055555555556,0.7923611111111111,,,
2011-04-15,0,0.3388888888888889,0.7888888888888889,,,
2011-04-18,0,0.3368055555555556,0.7923611111111111,,,
2011-04-19,0,0.3361111111111111,0.7861111111111111,,,
2011-04-20,0,0.3291666666666666,0.7951388888888888,,,
2011-04-21,0,0.3354166666666666,0.7881944444444444,,,
2011-04-22,0,,,,,
2011-04-25,0,0.3375,0.7902777777777777,,,
2011-04-26,0,0.3291666666666666,0.8006944444444445,,,
2011-04-27,0,0.3236111111111111,0.7895833333333333,,,
2011-04-28,0,0.3395833333333333,0.7972222222222223,,,
2011-04-29,0,0.3229166666666667,0.7979166666666667,,,
2011-05-02,0,0.3409722222222222,0.7902777777777777,,,
2011-05-03,0,0.3395833333333333,0.7979166666666667,,,
2011-05-04,0,0.3277777777777778,0.7965277777777777,,,
2011-05-05,0,0.3395833333333333,0.7909722222222222,,,
2011-05-06,0,0.3381944444444444,0.7916666666666666,,,
2011-05-09,0,0.3354166666666666,0.7854166666666667,,,
2011-05-10,0,0.3243055555555555,0.8020833333333334,,,
2011-05-11,0,0.3270833333333333,0.8006944444444445,,,
2011-05-12,0,0.3270833333333333,0.7979166666666667,,,
2011-05-13,0,0.3270833333333333,0.7979166666666667,,,
2011-05-16,0,0.3333333333333333,0.8013888888888889,,,
2011-05-17,0,,,,,
2011-05-18,0,,,,,
2011-05-19,0,,,,,
2011-05-20,0,,,,,
