index,date_index,user_index,date,label,f1,f2,f3,f4,f5,g1,g2
13001,13,AAF0535,21/01/2010 0:00,0,0.377083333,0.701388889,0.445833333,0.500694444,0,-0.76085639,-0.629733145
13120,13,BMC0547,21/01/2010 0:00,0,0.334027778,0.745138889,0,0,0,-1.1490767,-0.381156862
13602,13,LHB0967,21/01/2010 0:00,0,0.293055556,0.676388889,0,0,0,-0.87685442,-0.538007975
13955,13,WBC0315,21/01/2010 0:00,0,0.326388889,0.652777778,0,0,0,-0.715565443,-0.671220481
14183,14,CIM0271,22/01/2010 0:00,0,0.302083333,0.724305556,0.529166667,0.657638889,0,-0.935222507,-0.498400629
14919,14,TPH0474,22/01/2010 0:00,0,0.332638889,0.752777778,0,0,0,-0.030292047,-3.51197958
15338,15,FPC0954,25/01/2010 0:00,0,0.300694444,0.683333333,0,0,0,-0.87685436,-0.538007975
16017,16,ADD0846,26/01/2010 0:00,0,0.35625,0.811111111,0,0,0,-0.096418776,-2.386876583
16087,16,AWM0764,26/01/2010 0:00,0,0.353472222,0.6875,0,0,0,-0.322761476,-1.287885427
16237,16,DAL0673,26/01/2010 0:00,0,0.334027778,0.664583333,0.409722222,0.483333333,0,-0.230685875,-1.579824805
16244,16,DCH0843,26/01/2010 0:00,0,0.344444444,0.811111111,0,0,0,-0.09641856,-2.386879206
16275,16,DRR0242,26/01/2010 0:00,0,0.3375,0.745138889,0,0,0,-1.628711939,-0.218382552
16813,16,RKD0604,26/01/2010 0:00,0,0.324305556,0.707638889,0,0,0,-0.948068857,-0.490187675
16970,16,WRM0963,26/01/2010 0:00,0,0.306944444,0.673611111,0,0,0,-0.876854658,-0.538007736
17135,17,BSS0463,27/01/2010 0:00,0,0.33125,0.75,0,0,0,-0.030292047,-3.511977196
17658,17,MJM0510,27/01/2010 0:00,0,0.372222222,0.715972222,0,0,0,-0.760708213,-0.629863203
17669,17,MLP0668,27/01/2010 0:00,0,0.325,0.670138889,0,0,0,-0.23008059,-1.582161307
17834,17,SAA0999,27/01/2010 0:00,0,0.335416667,0.8125,0.540972222,0.806944444,2,-0.062333267,-2.806264639
18428,18,HSP0290,28/01/2010 0:00,0,0.377083333,0.757638889,0,0,0,-1.439113617,-0.270677984
19166,19,CCM0467,29/01/2010 0:00,0,0.333333333,0.747222222,0,0,0,-0.030292163,-3.511974573
19179,19,CGF0337,29/01/2010 0:00,0,0.302777778,0.757638889,0,0,0,-0.050497215,-3.010979891
19405,19,HIW0536,29/01/2010 0:00,0,0.333333333,0.75,0,0,0,-0.577407062,-0.824058056
19465,19,IMG0320,29/01/2010 0:00,0,0.325694444,0.646527778,0,0,0,-0.71556586,-0.671220124
19565,19,KNB0022,29/01/2010 0:00,0,0.313194444,0.645833333,0,0,0,-0.036224727,-3.336072206
19653,19,MIB0904,29/01/2010 0:00,0,0.386805556,0.753472222,0,0,0,-0.037640709,-3.298430681
20402,20,HGH0595,1/02/2010 0:00,0,0.363888889,0.770138889,0,0,0,-0.743872046,-0.644871593
20811,20,RJB0088,1/02/2010 0:00,0,0.325,0.695833333,0,0,0,-0.095252328,-2.398473978
20906,20,TET0621,1/02/2010 0:00,0,0.332638889,0.705555556,0,0,0,-0.948069632,-0.490187168
21100,21,BCR0581,2/02/2010 0:00,0,0.359722222,0.770138889,0,0,0,-0.743871927,-0.644871712
21273,21,DPS0262,2/02/2010 0:00,0,0.324305556,0.694444444,0,0,0,-0.095252544,-2.398471832
22193,22,CJV0286,3/02/2010 0:00,0,0.394444444,0.755555556,0,0,0,-1.388249159,-0.287031353
22398,22,HDL0748,3/02/2010 0:00,0,0.340277778,0.698611111,0,0,0,-0.112818621,-2.237852812
22413,22,HLH0512,3/02/2010 0:00,0,0.367361111,0.709027778,0,0,0,-0.76070857,-0.629862905
23339,23,FQA0854,4/02/2010 0:00,0,0.323611111,0.736805556,0,0,0,-0.097061366,-2.380550146
24517,24,JNJ0556,5/02/2010 0:00,0,0.373611111,0.749305556,0.446527778,0.66875,0,-0.855080128,-0.553818524
24894,24,SVS0871,5/02/2010 0:00,0,0.325,0.733333333,0,0,0,-0.097061694,-2.380547047
25882,25,SOF0808,8/02/2010 0:00,0,0.346527778,0.853472222,0,0,0,-1.178331614,-0.367868602
27015,27,ACV0812,10/02/2010 0:00,0,0.354166667,0.851388889,0,0,0,-1.178332686,-0.367868036
27027,27,AIH0675,10/02/2010 0:00,0,0.334722222,0.665972222,0,0,0,-0.230083525,-1.582149744
27289,27,EDB0714,10/02/2010 0:00,0,0.327777778,0.692361111,0.426388889,0.456944444,0,-0.658729255,-0.728792071
27438,27,IAR0694,10/02/2010 0:00,0,0.36875,0.793055556,0,0,0,-0.422675252,-1.065055847
27852,27,SDB0106,10/02/2010 0:00,0,0.385416667,0.760416667,0,0,0,-1.388248205,-0.287031621
28126,28,BNR0965,11/02/2010 0:00,0,0.302083333,0.675,0,0,0,-0.876854539,-0.538007796
28987,28,YJF0532,11/02/2010 0:00,0,0.364583333,0.704166667,0,0,0,-0.760708869,-0.629862666
29180,29,CHG0146,12/02/2010 0:00,0,0.355555556,0.684722222,0,0,0,-0.167625308,-1.86866653
29526,29,JRS0362,12/02/2010 0:00,0,0.013888889,0.840972222,0,0,0,-0.37193957,-1.169236183
30931,30,TYB0779,15/02/2010 0:00,0,0.345833333,0.692361111,0,0,0,-0.322761118,-1.2878865
31132,31,BSB0990,16/02/2010 0:00,0,0.302083333,0.635416667,0,0,0,-0.2675969,-1.449090004
31154,31,CAM0681,16/02/2010 0:00,0,0.377083333,0.790972222,0.414583333,0.711111111,0,-0.424832404,-1.060967922
31343,31,FSB0399,16/02/2010 0:00,0,0.3375,0.786805556,0,0,0,-1.054046392,-0.428515673
31419,31,HPM0986,16/02/2010 0:00,0,0.323611111,0.736111111,0,0,0,-0.29594332,-1.361912489
31463,31,ILR0304,16/02/2010 0:00,0,0.377777778,0.745138889,0,0,0,-1.439114213,-0.270677716
32315,32,ESH0283,17/02/2010 0:00,0,0.375694444,0.761805556,0.397916667,0.426388889,0,-1.388385415,-0.286985993
32973,32,WTR0563,17/02/2010 0:00,0,0.36875,0.759027778,0,0,0,-0.854688764,-0.554108143
33193,33,CJV0286,18/02/2010 0:00,0,0.383333333,0.751388889,0,0,0,-1.38824892,-0.287031442
33669,33,MLP0668,18/02/2010 0:00,0,0.327083333,0.675,0,0,0,-0.230079174,-1.582166672
33711,33,NIH0969,18/02/2010 0:00,0,0.308333333,0.677083333,0,0,0,-0.876854658,-0.538007796
34263,34,DLF0377,19/02/2010 0:00,0,0.33125,0.670833333,0,0,0,-0.110416383,-2.258196592
34296,34,EHD0584,19/02/2010 0:00,0,0.353472222,0.777083333,0,0,0,-0.743871391,-0.644872129
35050,35,ALD0544,22/02/2010 0:00,0,0.329861111,0.743055556,0,0,0,-1.1490767,-0.381156862
35489,35,JDF0593,22/02/2010 0:00,0,0.354166667,0.770833333,0.377777778,0.754861111,1,-0.74400866,-0.644747913
35540,35,KBL0260,22/02/2010 0:00,0,0.320833333,0.707638889,0,0,0,-0.095249295,-2.398504257
36404,36,HIA0414,23/02/2010 0:00,0,0.330555556,0.754166667,0,0,0,-0.838994265,-0.56588912
36496,36,JIG0128,23/02/2010 0:00,0,0.336805556,0.811111111,0,0,0,-0.06108531,-2.825870991
37049,37,ALD0529,24/02/2010 0:00,0,0.377083333,0.703472222,0,0,0,-0.760709345,-0.62986213
37179,37,CGF0337,24/02/2010 0:00,0,0.304166667,0.757638889,0,0,0,-0.050497215,-3.010979176
37474,37,JAJ0849,24/02/2010 0:00,0,0.345138889,0.816666667,0,0,0,-0.096418127,-2.386882305
37606,37,LJB0826,24/02/2010 0:00,0,0.360416667,0.810416667,0,0,0,-0.09641888,-2.386875153
37977,37,XBN0229,24/02/2010 0:00,0,0.334722222,0.791666667,0,0,0,-1.33560586,-0.305165768
38417,38,HOB0994,25/02/2010 0:00,0,0.386805556,0.882638889,0,0,0,-2.049815893,-0.137836233
39412,39,HKR0628,26/02/2010 0:00,0,0.327083333,0.714583333,0,0,0,-0.948068142,-0.490188181
39814,39,RKF0164,26/02/2010 0:00,0,0.297916667,0.68125,0,0,0,-1.341563225,-0.303048462
39858,39,SES0477,26/02/2010 0:00,0,0.336111111,0.728472222,0,0,0,-1.310168505,-0.314401954
40134,40,BSS0369,1/03/2010 0:00,0,0.345833333,0.7125,0.415277778,0.711805556,0,-0.372615039,-1.167738676
40647,40,MFV0897,1/03/2010 0:00,0,0.375,0.767361111,0,0,0,-0.0376391,-3.298471928
40831,40,RVF0201,1/03/2010 0:00,0,0.3,0.728472222,0.375,0.667361111,0,-1.517234445,-0.247586876
41252,41,DGN0480,2/03/2010 0:00,0,0.345833333,0.717361111,0,0,0,-1.310169816,-0.314401597
42633,42,MBJ0312,3/03/2010 0:00,0,0.323611111,0.654861111,0.395138889,0.408333333,0,-0.715692997,-0.671098471
44416,44,HMW0713,5/03/2010 0:00,0,0.326388889,0.695138889,0,0,0,-0.658655763,-0.728870928
44650,44,MHG0244,5/03/2010 0:00,0,0.334027778,0.707638889,0,0,0,-0.129797131,-2.105979443
45900,45,TDG0962,8/03/2010 0:00,0,0.304861111,0.676388889,0,0,0,-0.876854599,-0.538007796
46048,46,ALC0788,9/03/2010 0:00,0,0.350694444,0.817361111,0,0,0,-0.171797246,-1.846109152
46201,46,CLF0852,9/03/2010 0:00,0,0.320138889,0.748611111,0,0,0,-0.097060286,-2.380560875
46563,46,KMS0657,9/03/2010 0:00,0,0.378472222,0.890277778,0,0,0,-0.936617494,-0.49750033
46669,46,MLP0668,9/03/2010 0:00,0,0.331944444,0.673611111,0,0,0,-0.230080396,-1.582161903
47678,47,MPM0220,10/03/2010 0:00,0,0.275,0.973611111,0.276388889,0.968055556,8,-1.325877309,-0.308660418
47800,47,RDT0424,10/03/2010 0:00,0,0.329861111,0.752777778,0,0,0,-0.838994443,-0.565888941
48237,48,DAL0673,11/03/2010 0:00,0,0.335416667,0.665972222,0.384027778,0.405555556,0,-0.230609968,-1.580117822
48494,48,JGT0221,11/03/2010 0:00,0,0.280555556,0.865972222,0,0,0,-1.325638413,-0.308746845
48801,48,RFP0380,11/03/2010 0:00,0,0.333333333,0.664583333,0,0,0,-0.110418946,-2.258174896
49505,49,JKJ0698,12/03/2010 0:00,0,0.315277778,0.701388889,0,0,0,-0.658655286,-0.728871465
49673,49,MNR0829,12/03/2010 0:00,0,0.345833333,0.821527778,0,0,0,-0.096417911,-2.386884928
50010,50,ABC0253,15/03/2010 0:00,0,0.313194444,0.701388889,0,0,0,-0.095249727,-2.398499489
51030,51,AIP0982,16/03/2010 0:00,0,0.327777778,0.740972222,0.61875,0.650694444,0,-0.302324653,-1.343610883
51054,51,AMH0794,16/03/2010 0:00,0,0.345138889,0.727083333,0,0,0,-0.033209283,-3.421483994
51110,51,BIS0247,16/03/2010 0:00,0,0.327777778,0.703472222,0.525,0.532638889,0,-0.130259469,-2.102649927
51517,51,JNJ0556,16/03/2010 0:00,0,0.375694444,0.749305556,0.392361111,0.745833333,0,-0.855096757,-0.553806186
51528,51,JSH0330,16/03/2010 0:00,0,0.298611111,0.760416667,0,0,0,-0.050496873,-3.010985613
51841,51,SAT0194,16/03/2010 0:00,0,0.346527778,0.765277778,0,0,0,-0.023775594,-3.750960827
52174,52,CFG0959,17/03/2010 0:00,0,0.295138889,0.685416667,0,0,0,-0.876854241,-0.538008094
52244,52,DCH0843,17/03/2010 0:00,0,0.352083333,0.820833333,0,0,0,-0.096418127,-2.38688302
53247,53,DEB0782,18/03/2010 0:00,0,0.35,0.689583333,0,0,0,-0.322761297,-1.287885904
53870,53,SKG0759,18/03/2010 0:00,0,0.355555556,0.691666667,0,0,0,-0.322761387,-1.287885904
53930,53,TVS0050,18/03/2010 0:00,0,0.297222222,0.635416667,0,0,0,-0.168245107,-1.865277052
53944,53,VFM0814,18/03/2010 0:00,0,0.352083333,0.861111111,0.410416667,0.611111111,0,-1.178830147,-0.367646933
55464,55,IMB0481,22/03/2010 0:00,0,0.336111111,0.720138889,0,0,0,-1.31016922,-0.314401776
55969,55,WPR0368,22/03/2010 0:00,0,0.345833333,0.864583333,0,0,0,-0.371969968,-1.16916883
56420,56,HPR0585,23/03/2010 0:00,0,0.354166667,0.770138889,0,0,0,-0.743871808,-0.644871831
56477,56,JBD0616,23/03/2010 0:00,0,0.338888889,0.718055556,0.484722222,0.682638889,0,-0.948357463,-0.490005195
56838,56,SAH0599,23/03/2010 0:00,0,0.359027778,0.769444444,0,0,0,-0.743871927,-0.644871652
57248,57,DFH0188,24/03/2010 0:00,0,0.292361111,0.7625,0.540277778,0.565277778,0,-0.050620407,-3.008604288
57359,57,GDF0704,24/03/2010 0:00,0,0.318055556,0.7,0,0,0,-0.658655405,-0.728871346
57441,57,IBB0696,24/03/2010 0:00,0,0.3125,0.7,0.452083333,0.453472222,0,-0.658729911,-0.728791237
57746,57,ONL0276,24/03/2010 0:00,0,0.297916667,0.722916667,0,0,0,-0.934642971,-0.498775244
57760,57,PGC0066,24/03/2010 0:00,0,0.325,0.760416667,0,0,0,-1.628705144,-0.218384191
57810,57,RIH0777,24/03/2010 0:00,0,0.349305556,0.69375,0,0,0,-0.322761118,-1.287886381
58186,58,CJF0802,25/03/2010 0:00,0,0.23125,0.717361111,0,0,0,-0.033200055,-3.421758413
58413,58,HLH0512,25/03/2010 0:00,0,0.375,0.706944444,0,0,0,-0.760709047,-0.629862547
58986,58,YIC0195,25/03/2010 0:00,0,0.34375,0.760416667,0,0,0,-0.02377769,-3.750872374
59445,59,ICH0294,26/03/2010 0:00,0,0.368055556,0.746527778,0.575,0.593055556,0,-1.439205885,-0.270649254
59529,59,JTM0223,26/03/2010 0:00,0,0.302083333,0.921527778,0,0,0,-1.325635672,-0.308747798
60319,60,ETR0428,29/03/2010 0:00,0,0.330555556,0.710416667,0,0,0,-0.054520238,-2.936318398
60498,60,JJB0127,29/03/2010 0:00,0,0.342361111,0.811111111,0,0,0,-0.061086092,-2.825859547
60519,60,JOM0750,29/03/2010 0:00,0,0.332638889,0.717361111,0,0,0,-0.112816274,-2.237873077
61011,61,ABH0663,30/03/2010 0:00,0,0.322916667,0.704861111,0,0,0,-0.519820094,-0.902949035
61245,61,DDA0476,30/03/2010 0:00,0,0.3375,0.716666667,0,0,0,-1.310169458,-0.314401597
61348,61,FXF0957,30/03/2010 0:00,0,0.308333333,0.672916667,0,0,0,-0.876854718,-0.538007677
61365,61,GLR0975,30/03/2010 0:00,0,0.333333333,0.751388889,0,0,0,-0.17804347,-1.813428998
62687,62,MTT0901,31/03/2010 0:00,0,0,0,0,0,0,-0.037688237,-3.29719162
62948,62,VMJ0546,31/03/2010 0:00,0,0.322916667,0.759027778,0.411111111,0.486805556,0,-1.149601817,-0.380913258
63263,63,DLF0377,1/04/2010 0:00,0,0.331944444,0.674305556,0,0,0,-0.110415317,-2.258206129
63549,63,KES0729,1/04/2010 0:00,0,0.327083333,0.713194444,0,0,0,-0.112816386,-2.237871647
63710,63,NHH0185,1/04/2010 0:00,0,0.302083333,0.76875,0,0,0,-0.050496422,-3.010993719
63983,63,YCE0983,1/04/2010 0:00,0,0.320138889,0.743055556,0,0,0,-0.29592064,-1.361978054
64066,64,AOS0987,2/04/2010 0:00,0,0,0,0,0,0,-0.055320829,-2.922137737
64250,64,DGF0443,2/04/2010 0:00,0,0,0,0,0,0,-0.054575212,-2.935339928
64525,64,JRL0574,2/04/2010 0:00,0,0,0,0,0,0,-0.743902564,-0.644843996
64576,64,KRM0541,2/04/2010 0:00,0,0,0,0,0,0,-1.149257779,-0.381072909
65169,65,CCW0031,5/04/2010 0:00,0,0.313194444,0.658333333,0,0,0,-0.304780006,-1.336687684
65566,65,KNG0672,5/04/2010 0:00,0,0.331944444,0.670138889,0,0,0,-0.230081633,-1.582157135
65723,65,NNA0610,5/04/2010 0:00,0,0.326388889,0.713888889,0,0,0,-0.948068202,-0.490188122
66625,66,MAD0753,6/04/2010 0:00,0,0.329861111,0.711805556,0,0,0,-0.112816706,-2.237869263
66664,66,MKW0441,6/04/2010 0:00,0,0.33125,0.704166667,0.439583333,0.576388889,0,-0.05470366,-2.933052063
67192,67,CJP0952,7/04/2010 0:00,0,0.292361111,0.6875,0,0,0,-0.876854062,-0.538008094
67656,67,MIM0712,7/04/2010 0:00,0,0.313194444,0.700694444,0,0,0,-0.658655226,-0.728871465
68387,68,HCC0344,8/04/2010 0:00,0,0.302777778,0.751388889,0,0,0,-0.050497554,-3.0109725
68936,68,UFK0208,8/04/2010 0:00,0,0.324305556,0.653472222,0,0,0,-0.387890816,-1.134715557
69119,69,BLS0678,9/04/2010 0:00,0,0.323611111,0.675,0,0,0,-0.230078608,-1.582168698
69552,69,KJJ0293,9/04/2010 0:00,0,0.375694444,0.75,0,0,0,-1.439114094,-0.270677805
69673,69,MNR0829,9/04/2010 0:00,0,0.356944444,0.81875,0,0,0,-0.096418343,-2.386880875
69926,69,TSR0676,9/04/2010 0:00,0,0.335416667,0.672222222,0.43125,0.570833333,0,-0.230764627,-1.579521298
71001,71,AAF0535,13/04/2010 0:00,0,0.380555556,0.711111111,0.569444444,0.621527778,0,-0.760893226,-0.629700959
71448,71,IEB0153,13/04/2010 0:00,0,0.346527778,0.775694444,0,0,0,-2.099926233,-0.130638972
71741,71,OLB0749,13/04/2010 0:00,0,0.325694444,0.715972222,0,0,0,-0.112815961,-2.237874746
72585,72,KWE0082,14/04/2010 0:00,0,0.322916667,0.713194444,0.341666667,0.375694444,0,-0.130110338,-2.103722095
73353,73,GCC0945,15/04/2010 0:00,0,0.302083333,0.675694444,0,0,0,-0.876854539,-0.538007796
73796,73,RCC0617,15/04/2010 0:00,0,0.333333333,0.708333333,0,0,0,-0.948069334,-0.490187466
74285,74,ECF0828,16/04/2010 0:00,0,0.346527778,0.815277778,0,0,0,-0.096418232,-2.386881113
74307,74,EMW0105,16/04/2010 0:00,0,0.376388889,0.763888889,0,0,0,-1.388247609,-0.2870318
74645,74,MDM0976,16/04/2010 0:00,0,0.324305556,0.754861111,0,0,0,-0.178038791,-1.813453197
75184,75,CIM0926,19/04/2010 0:00,0,0.352777778,0.818055556,0,0,0,-0.074035294,-2.640003443
75248,75,DFH0188,19/04/2010 0:00,0,0.293055556,0.764583333,0,0,0,-0.050496534,-3.010993481
75282,75,DZC0228,19/04/2010 0:00,0,0.333333333,0.800694444,0,0,0,-1.335603476,-0.305166662
75360,75,GHH0288,19/04/2010 0:00,0,0.374305556,0.753472222,0.557638889,0.709027778,0,-1.439215422,-0.270646244
75370,75,GQF0659,19/04/2010 0:00,0,0.383333333,0.885416667,0,0,0,-0.936618447,-0.497499764
76046,76,AKW0167,20/04/2010 0:00,0,0.322916667,0.655555556,0,0,0,-0.715565205,-0.671220779
76055,76,AMJ0297,20/04/2010 0:00,0,0.375,0.747916667,0,0,0,-1.439114094,-0.270677805
76057,76,AMR0318,20/04/2010 0:00,0,0.322916667,0.65625,0,0,0,-0.715565085,-0.671220779
76960,76,WGS0516,20/04/2010 0:00,0,0.377083333,0.702777778,0,0,0,-0.760709405,-0.62986213
77713,77,NJC0705,21/04/2010 0:00,0,0.322222222,0.700694444,0,0,0,-0.658655405,-0.728871226
78089,78,BAJ0654,22/04/2010 0:00,0,0.388888889,0.891666667,0,0,0,-0.93661809,-0.497500032
78259,78,DIW0118,22/04/2010 0:00,0,0.300694444,0.682638889,0.317361111,0.640972222,2,-0.127555013,-2.122307301
79336,79,FMG0527,23/04/2010 0:00,0,0.377083333,0.706944444,0,0,0,-0.760709167,-0.629862428
79499,79,JJB0700,23/04/2010 0:00,0,0.33125,0.689583333,0,0,0,-0.658656061,-0.728870511
79554,79,KJP0371,23/04/2010 0:00,0,0.025694444,0.758333333,0,0,0,-0.371959448,-1.169192195
80043,80,AKH0758,26/04/2010 0:00,0,0.355555556,0.6875,0,0,0,-0.322761536,-1.287885427
80086,80,AVM0947,26/04/2010 0:00,0,0.292361111,0.671527778,0.298611111,0.668055556,2,-0.876910627,-0.537967861
80329,80,FGW0853,26/04/2010 0:00,0,0.325,0.739583333,0,0,0,-0.09706115,-2.380551815
80757,80,PDW0259,26/04/2010 0:00,0,0.324305556,0.693055556,0,0,0,-0.095252872,-2.398468971
81431,81,HVB0037,27/04/2010 0:00,0,0.3125,0.664583333,0,0,0,-0.387879819,-1.134738803
81795,81,RBB0485,27/04/2010 0:00,0,0.336805556,0.720138889,0,0,0,-1.31016922,-0.314401776
81999,81,ZSL0305,27/04/2010 0:00,0,0.38125,0.759027778,0,0,0,-1.439113736,-0.270677894
82033,82,AJD0074,28/04/2010 0:00,0,0.291666667,0.675694444,0.4875,0.516666667,0,-0.275795728,-1.422825336
82488,82,JDC0030,28/04/2010 0:00,0,0.34375,0.815277778,0.434722222,0.624305556,0,-0.324962556,-1.282130241
83313,83,ESA0642,29/04/2010 0:00,0,0.39375,0.875694444,0,0,0,-0.936620235,-0.497498661
83604,83,LHN0151,29/04/2010 0:00,0,0.361111111,0.686805556,0,0,0,-0.071781956,-2.669798136
83624,83,MAD0496,29/04/2010 0:00,0,0.348611111,0.729166667,0,0,0,-1.310168982,-0.314401865
85602,85,LHB0967,3/05/2010 0:00,0,0.304861111,0.674305556,0,0,0,-0.876854658,-0.538007796
85699,85,NBH0256,3/05/2010 0:00,0,0.324305556,0.697916667,0,0,0,-0.095251784,-2.398479462
85851,85,SCP0130,3/05/2010 0:00,0,0.383333333,0.747222222,0.540972222,0.552777778,0,-0.93268162,-0.500045717
86135,86,BSS0463,4/05/2010 0:00,0,0.334027778,0.753472222,0,0,0,-0.030291932,-3.511980295
86584,86,KWC0004,4/05/2010 0:00,0,0.327777778,0.707638889,0,0,0,-0.078414932,-2.584692955
87250,87,DGF0443,5/05/2010 0:00,0,0.334722222,0.708333333,0,0,0,-0.054520804,-2.93631053
87492,87,JFC0757,5/05/2010 0:00,0,0.357638889,0.684722222,0,0,0,-0.322761714,-1.287884951
87621,87,LRW0970,5/05/2010 0:00,0,0.30625,0.671527778,0,0,0,-0.876854718,-0.538007677
87721,87,NMG0766,5/05/2010 0:00,0,0.359722222,0.681944444,0,0,0,-0.322761893,-1.287884474
88039,88,AJR0319,6/05/2010 0:00,0,0.321527778,0.649305556,0,0,0,-0.715565503,-0.671220422
88472,88,IYB0918,6/05/2010 0:00,0,0.361111111,0.808333333,0,0,0,-0.074040718,-2.639931917
88915,88,TLM0797,6/05/2010 0:00,0,0.345833333,0.717361111,0,0,0,-0.033210896,-3.421435595
89233,89,CWR0502,7/05/2010 0:00,0,0.338888889,0.725,0.576388889,0.581944444,0,-1.310326099,-0.31434381
90022,90,AHC0142,10/05/2010 0:00,0,0.296527778,0.723611111,0,0,0,-0.057894174,-2.877946854
90766,90,PKB0429,10/05/2010 0:00,0,0.335416667,0.707638889,0,0,0,-0.054520804,-2.936308622
91040,91,AJR0932,11/05/2010 0:00,0,0.3,0.678472222,0,0,0,-0.234462962,-1.565399528
91240,91,DBG0261,11/05/2010 0:00,0,0.322916667,0.697916667,0,0,0,-0.095251679,-2.398480892
91680,91,MSD0939,11/05/2010 0:00,0,0.300694444,0.684722222,0,0,0,-0.234461844,-1.565403938
92342,92,FRR0832,12/05/2010 0:00,0,0.354166667,0.819444444,0,0,0,-0.096418232,-2.38688159
92545,92,KCO0122,12/05/2010 0:00,0,0.382638889,0.888194444,0.385416667,0.391666667,0,-2.05022192,-0.137776211
