start,end
38,488
38,166
38,1658
39,224
39,4
39,1811
39,1838
39,1562
39,1570
39,1586
39,1736
39,1699
39,117
39,408
39,136
39,1379
39,1768
39,180
39,1025
39,1732
39,43
39,192
39,93
39,1088
39,1668
39,1792
39,1417
39,1784
39,231
39,348
39,936
39,1673
39,1009
39,163
39,0
39,79
39,1463
39,246
39,1493
39,36
39,1414
39,213
39,637
39,50
39,244
39,1860
39,1035
39,1043
39,1049
39,1058
39,1067
39,1077
39,1090
39,1095
39,1101
39,1110
39,1119
39,1130
39,1137
39,1143
39,1150
39,1156
39,1161
39,1165
39,1174
39,1180
39,1187
39,1202
39,1223
39,1235
39,1271
39,1278
39,1284
39,1308
39,790
39,800
39,810
39,816
39,827
39,839
39,844
39,852
39,861
39,872
39,880
39,886
39,893
39,897
39,908
39,919
39,924
39,933
39,940
39,947
39,952
39,961
39,978
39,984
39,1000
39,1005
39,1019
39,1026
39,1033
39,1054
39,1084
39,1107
40,1526
40,1237
40,584
40,638
40,661
40,267
40,1491
40,1012
40,1081
40,447
40,462
40,499
40,509
40,1598
40,202
40,705
40,59
40,361
40,1851
40,1269
40,204
40,1760
40,1096
40,1102
40,1112
40,1121
40,1131
40,1138
40,1144
40,1151
40,1157
40,1162
40,1166
40,1175
40,1181
40,1188
40,1193
40,1203
40,1207
40,1215
40,1225
40,1236
40,1244
40,1250
40,1272
40,1290
40,1309
40,1317
40,1336
40,1345
40,1357
40,114
40,326
40,1
40,271
40,788
40,1650
40,483
40,1740
40,233
40,1204
40,520
41,558
41,260
41,515
41,857
41,901
41,809
41,1500
41,150
41,1038
41,1274
41,1858
41,698
41,1554
41,1564
41,1571
41,1578
41,1589
41,1602
41,1608
41,1613
41,1623
41,1631
41,1639
41,1644
41,1652
41,1659
41,1667
41,1675
41,1684
41,1692
41,1703
41,1713
41,1721
41,1725
41,1751
41,1765
41,1773
41,1778
41,1790
41,1806
41,1813
41,654
42,1354
42,619
42,1164
42,1349
42,713
42,1480
42,25
42,51
42,227
42,398
42,1209
42,396
42,1344
42,56
42,639
42,1310
42,287
42,1766
42,1454
42,1821
42,1013
42,1196
42,1830
42,1841
42,418
43,4
43,1811
43,1838
43,1562
43,1570
43,1586
43,1736
43,1699
43,117
43,408
43,136
43,1379
43,1768
43,180
43,1025
43,1732
43,39
43,224
43,192
43,93
43,1088
43,1668
43,1792
43,1417
43,1784
43,231
43,348
43,936
43,1673
43,1009
43,163
43,0
43,79
43,1463
43,246
43,1493
43,36
43,1414
43,213
43,637
43,50
43,244
43,1860
43,1035
43,1043
43,1049
43,1058
43,1067
43,1077
43,1090
43,1095
43,1101
43,1110
43,1119
43,1130
43,1137
43,1143
43,1150
43,1156
43,1161
43,1165
43,1174
43,1180
43,1187
43,1202
43,1223
43,1235
43,1271
43,1278
43,1284
43,1308
43,790
43,800
43,810
43,816
43,827
43,839
43,844
43,852
43,861
43,872
43,880
43,886
43,893
43,897
43,908
43,919
43,924
43,933
43,940
43,947
43,952
43,961
43,978
43,984
43,1000
43,1005
43,1019
43,1026
43,1033
43,1054
43,1084
43,1107
44,1051
44,1884
44,118
44,1502
44,242
44,17
44,275
44,1808
44,128
44,186
44,449
44,546
44,1087
44,194
44,1843
44,47
44,137
44,1539
44,104
44,1711
44,402
44,517
44,530
44,553
44,563
44,576
44,782
44,1771
44,1380
44,1346
44,103
44,533
44,1895
45,843
45,1831
45,729
45,83
45,626
45,1334
45,302
45,775
45,382
45,388
45,403
45,411
45,420
45,430
45,446
45,460
45,474
45,486
45,498
45,508
45,518
45,532
45,543
45,555
45,564
45,577
45,587
45,598
45,610
45,620
45,643
45,653
45,711
45,721
45,732
45,801
45,1559
45,1828
45,286
45,1747
45,232
45,1881
45,139
45,1510
45,1662
45,1606
45,276
45,1714
45,152
45,1875
45,230
45,346
45,1141
45,212
45,1113
45,1907
45,138
45,8
45,751
45,1179
45,1660
45,795
45,291
45,1537
45,565
45,823
45,10
45,835
46,124
46,1444
46,292
46,1600
46,53
46,92
46,121
46,184
46,906
46,951
46,959
46,459
46,370
46,410
46,1547
46,176
46,187
46,75
46,1103
46,1511
46,1820
47,137
47,1539
47,118
47,1502
47,242
47,17
47,275
47,1808
47,128
47,186
47,449
47,546
47,1087
47,194
47,1843
47,104
47,1711
47,402
47,517
47,530
47,553
47,563
47,576
47,782
47,44
47,1051
47,1884
47,1771
47,1380
47,1346
47,103
47,533
47,1895
48,1591
48,15
48,1427
48,1832
48,1361
48,1367
48,1374
48,1378
48,1390
48,1395
48,1401
48,1409
48,1416
48,1422
48,1428
48,1432
48,1437
48,1443
48,1450
48,1456
48,1464
48,1473
48,1483
48,1489
48,1521
48,1532
48,1538
48,1548
48,1557
48,1574
48,1582
48,1616
48,1624
48,1633
48,586
48,972
48,1267
48,151
48,1056
48,389
48,421
48,433
48,463
48,588
49,266
49,440
49,453
49,503
49,1394
49,1889
49,860
49,1458
49,1465
49,1475
49,1484
49,1490
49,1496
49,1503
49,1507
49,1512
49,1518
49,1522
49,1527
49,1534
49,1540
49,1550
49,1561
49,1568
49,1576
49,1584
49,1595
49,1604
49,1610
49,1618
49,1642
49,1698
49,1708
49,1719
49,1728
49,1753
49,1759
49,1834
49,1886
49,145
49,962
49,986
49,1047
49,1212
49,193
49,64
49,812
49,371
49,177
49,1356
49,436
49,1171
49,497
49,1898
49,749
49,935
49,107
49,32
49,472
49,496
50,244
50,4
50,1811
50,1838
50,1562
50,1570
50,1586
50,1736
50,1699
50,117
50,408
50,136
50,1379
50,1768
50,180
50,1025
50,1732
50,39
50,224
50,43
50,192
50,93
50,1088
50,1668
50,1792
50,1417
50,1784
50,231
50,348
50,936
50,1673
50,1009
50,163
50,0
50,79
50,1463
50,246
50,1493
50,36
50,1414
50,213
50,637
50,1860
50,1035
50,1043
50,1049
50,1058
50,1067
50,1077
50,1090
50,1095
50,1101
50,1110
50,1119
50,1130
50,1137
50,1143
50,1150
50,1156
50,1161
50,1165
50,1174
50,1180
50,1187
50,1202
50,1223
50,1235
50,1271
50,1278
50,1284
50,1308
50,790
50,800
50,810
50,816
50,827
50,839
50,844
50,852
50,861
50,872
50,880
50,886
50,893
50,897
50,908
50,919
50,924
50,933
50,940
50,947
50,952
50,961
50,978
50,984
50,1000
50,1005
50,1019
50,1026
50,1033
50,1054
50,1084
50,1107
51,227
51,398
51,1209
51,1354
51,619
51,1164
51,1349
51,713
51,1480
51,25
51,396
51,1344
51,56
51,639
51,1310
51,287
51,1766
51,1454
51,1821
51,1013
51,42
51,1196
51,1830
51,1841
51,418
52,280
52,1879
52,209
52,1403
52,1429
52,1433
52,1481
52,814
52,916
52,1556
52,69
52,154
52,1434
52,1438
52,205
52,1731
52,739
52,1197
52,1672
52,1817
52,376
52,444
52,1402
52,1567
52,1763
52,1822
52,101
52,1318
52,1756
52,1776
52,1304
52,1508
52,630
52,675
52,14
52,80
52,1581
52,20
52,18
52,37
52,188
52,270
52,344
52,351
52,356
52,360
52,369
52,379
52,387
52,397
52,409
52,419
52,428
52,443
52,455
52,471
52,484
52,495
52,505
52,516
52,528
52,540
52,606
52,627
52,649
52,660
52,680
52,692
52,738
52,263
52,1315
53,92
53,121
53,292
53,1600
53,184
53,906
53,951
53,959
53,459
53,370
53,410
53,1547
53,46
53,124
53,1444
53,176
53,187
53,75
53,1103
53,1511
53,1820
54,939
54,1774
54,1577
54,1599
54,773
54,1243
54,250
54,159
54,100
54,769
54,1871
55,799
55,1724
55,1846
55,226
55,33
55,1854
55,1601
55,834
55,88
55,185
55,1621
55,603
55,614
55,622
55,633
55,645
55,656
55,667
55,677
55,687
55,699
55,707
55,715
55,723
55,735
55,744
55,753
55,759
55,765
55,771
55,778
55,786
55,794
55,804
55,819
55,847
55,875
55,884
55,888
55,913
55,955
55,1094
55,836
55,1218
55,664
55,791
55,1704
55,1712
55,1819
55,156
55,364
55,1192
55,218
55,318
55,726
55,597
55,609
55,618
55,629
55,642
55,652
55,663
55,674
55,684
55,696
55,703
55,710
55,718
55,731
55,741
55,748
55,757
55,762
55,770
55,776
55,783
55,789
55,808
55,838
55,869
55,879
55,892
55,932
55,946
55,1461
55,203
55,300
55,306
55,309
55,313
55,316
55,322
55,327
55,334
55,338
55,342
55,349
55,354
55,358
55,366
55,374
55,384
55,392
55,405
55,415
55,425
55,437
55,450
55,490
55,522
55,548
55,557
55,579
55,613
55,200
55,1541
55,1227
55,1757
56,639
56,1354
56,619
56,1164
56,1349
56,713
56,1480
56,25
56,51
56,227
56,398
56,1209
56,396
56,1344
56,1310
56,287
56,1766
56,1454
56,1821
56,1013
56,42
56,1196
56,1830
56,1841
56,418
57,102
57,1070
57,1560
57,1727
57,1222
57,527
57,1214
57,1791
57,1408
57,1037
57,169
57,1837
57,1007
57,432
57,1893
57,1772
57,182
57,526
57,147
57,198
57,1355
57,466
57,722
57,134
58,368
58,292
58,1330
58,412
58,802
58,1135
58,1128
58,1848
59,1237
59,584
59,638
59,661
59,267
59,1491
59,1012
59,1081
59,447
59,462
59,499
59,509
59,1598
59,202
59,705
59,361
59,1851
59,1269
59,204
59,1760
59,1096
59,1102
59,1112
59,1121
59,1131
59,1138
59,1144
59,1151
59,1157
59,1162
59,1166
59,1175
59,1181
59,1188
59,1193
59,1203
59,1207
59,1215
59,1225
59,1236
59,1244
59,1250
59,1272
59,1290
59,1309
59,1317
59,1336
59,1345
59,1357
59,114
59,326
59,1
59,271
59,788
59,1650
59,483
59,1740
59,233
59,1204
59,520
59,40
59,1526
60,1800
60,28
60,399
60,1186
60,1702
60,829
61,733
61,1805
61,1779
61,1418
61,870
61,165
61,1877
61,1888
61,111
61,601
61,290
61,926
61,1840
61,284
61,319
61,1474
61,712
61,477
62,1876
62,561
62,594
62,1159
62,3
62,899
62,911
62,922
62,927
62,146
62,865
62,876
62,928
62,1149
62,1470
62,1691
62,942
62,1553
62,1400
62,1407
62,1413
62,1421
62,1426
62,1431
62,1436
62,1441
62,1449
62,1452
62,1460
62,1469
62,1479
62,1486
62,1492
62,1499
62,1505
62,1509
62,1514
62,1520
62,1523
62,1530
62,1536
62,1563
62,1587
62,1622
62,1630
62,1674
62,1701
62,1853
62,35
62,95
62,992
62,999
62,1358
62,1868
62,144
62,896
62,494
62,65
62,1167
62,173
62,1524
62,1874
62,1333
62,1847
62,1867
62,97
62,332
62,1798
62,381
62,457
63,66
63,98
63,567
63,760
63,1661
63,225
63,424
63,1127
63,345
63,240
63,129
63,245
63,26
63,900
63,215
63,752
63,979
64,812
64,1889
64,860
64,1458
64,1465
64,1475
64,1484
64,1490
64,1496
64,1503
64,1507
64,1512
64,1518
64,1522
64,1527
64,1534
64,1540
64,1550
64,1561
64,1568
64,1576
64,1584
64,1595
64,1604
64,1610
64,1618
64,1642
64,1698
64,1708
64,1719
64,1728
64,1753
64,1759
