index,date_index,user_index,date,label,f1,f2,f3,f4,f5
31132,31,BSB0990,16/02/2010 0:00,0,0.302083333,0.635416667,0,0,0
31154,31,CAM0681,16/02/2010 0:00,0,0.377083333,0.790972222,0.414583333,0.711111111,0
31343,31,FSB0399,16/02/2010 0:00,0,0.3375,0.786805556,0,0,0
31419,31,HPM0986,16/02/2010 0:00,0,0.323611111,0.736111111,0,0,0
31463,31,ILR0304,16/02/2010 0:00,0,0.377777778,0.745138889,0,0,0
32315,32,ESH0283,17/02/2010 0:00,0,0.375694444,0.761805556,0.397916667,0.426388889,0
32973,32,WTR0563,17/02/2010 0:00,0,0.36875,0.759027778,0,0,0
33193,33,CJV0286,18/02/2010 0:00,0,0.383333333,0.751388889,0,0,0
33669,33,MLP0668,18/02/2010 0:00,0,0.327083333,0.675,0,0,0
33711,33,NIH0969,18/02/2010 0:00,0,0.308333333,0.677083333,0,0,0
34263,34,DLF0377,19/02/2010 0:00,0,0.33125,0.670833333,0,0,0
34296,34,EHD0584,19/02/2010 0:00,0,0.353472222,0.777083333,0,0,0
35050,35,ALD0544,22/02/2010 0:00,0,0.329861111,0.743055556,0,0,0
35489,35,JDF0593,22/02/2010 0:00,0,0.354166667,0.770833333,0.377777778,0.754861111,1
35540,35,KBL0260,22/02/2010 0:00,0,0.320833333,0.707638889,0,0,0
36404,36,HIA0414,23/02/2010 0:00,0,0.330555556,0.754166667,0,0,0
36496,36,JIG0128,23/02/2010 0:00,0,0.336805556,0.811111111,0,0,0
37049,37,ALD0529,24/02/2010 0:00,0,0.377083333,0.703472222,0,0,0
37179,37,CGF0337,24/02/2010 0:00,0,0.304166667,0.757638889,0,0,0
37474,37,JAJ0849,24/02/2010 0:00,0,0.345138889,0.816666667,0,0,0
37606,37,LJB0826,24/02/2010 0:00,0,0.360416667,0.810416667,0,0,0
37977,37,XBN0229,24/02/2010 0:00,0,0.334722222,0.791666667,0,0,0
38417,38,HOB0994,25/02/2010 0:00,0,0.386805556,0.882638889,0,0,0
39412,39,HKR0628,26/02/2010 0:00,0,0.327083333,0.714583333,0,0,0
39814,39,RKF0164,26/02/2010 0:00,0,0.297916667,0.68125,0,0,0
39858,39,SES0477,26/02/2010 0:00,0,0.336111111,0.728472222,0,0,0
40134,40,BSS0369,1/03/2010 0:00,0,0.345833333,0.7125,0.415277778,0.711805556,0
40647,40,MFV0897,1/03/2010 0:00,0,0.375,0.767361111,0,0,0
40831,40,RVF0201,1/03/2010 0:00,0,0.3,0.728472222,0.375,0.667361111,0
41252,41,DGN0480,2/03/2010 0:00,0,0.345833333,0.717361111,0,0,0
42633,42,MBJ0312,3/03/2010 0:00,0,0.323611111,0.654861111,0.395138889,0.408333333,0
44416,44,HMW0713,5/03/2010 0:00,0,0.326388889,0.695138889,0,0,0
44650,44,MHG0244,5/03/2010 0:00,0,0.334027778,0.707638889,0,0,0
45900,45,TDG0962,8/03/2010 0:00,0,0.304861111,0.676388889,0,0,0
46048,46,ALC0788,9/03/2010 0:00,0,0.350694444,0.817361111,0,0,0
46201,46,CLF0852,9/03/2010 0:00,0,0.320138889,0.748611111,0,0,0
46563,46,KMS0657,9/03/2010 0:00,0,0.378472222,0.890277778,0,0,0
46669,46,MLP0668,9/03/2010 0:00,0,0.331944444,0.673611111,0,0,0
47678,47,MPM0220,10/03/2010 0:00,0,0.275,0.973611111,0.276388889,0.968055556,8
47800,47,RDT0424,10/03/2010 0:00,0,0.329861111,0.752777778,0,0,0
48237,48,DAL0673,11/03/2010 0:00,0,0.335416667,0.665972222,0.384027778,0.405555556,0
48494,48,JGT0221,11/03/2010 0:00,0,0.280555556,0.865972222,0,0,0
48801,48,RFP0380,11/03/2010 0:00,0,0.333333333,0.664583333,0,0,0
49505,49,JKJ0698,12/03/2010 0:00,0,0.315277778,0.701388889,0,0,0
49673,49,MNR0829,12/03/2010 0:00,0,0.345833333,0.821527778,0,0,0
50010,50,ABC0253,15/03/2010 0:00,0,0.313194444,0.701388889,0,0,0
51030,51,AIP0982,16/03/2010 0:00,0,0.327777778,0.740972222,0.61875,0.650694444,0
51054,51,AMH0794,16/03/2010 0:00,0,0.345138889,0.727083333,0,0,0
51110,51,BIS0247,16/03/2010 0:00,0,0.327777778,0.703472222,0.525,0.532638889,0
51517,51,JNJ0556,16/03/2010 0:00,0,0.375694444,0.749305556,0.392361111,0.745833333,0
51528,51,JSH0330,16/03/2010 0:00,0,0.298611111,0.760416667,0,0,0
51841,51,SAT0194,16/03/2010 0:00,0,0.346527778,0.765277778,0,0,0
52174,52,CFG0959,17/03/2010 0:00,0,0.295138889,0.685416667,0,0,0
52244,52,DCH0843,17/03/2010 0:00,0,0.352083333,0.820833333,0,0,0
53247,53,DEB0782,18/03/2010 0:00,0,0.35,0.689583333,0,0,0
53870,53,SKG0759,18/03/2010 0:00,0,0.355555556,0.691666667,0,0,0
53930,53,TVS0050,18/03/2010 0:00,0,0.297222222,0.635416667,0,0,0
53944,53,VFM0814,18/03/2010 0:00,0,0.352083333,0.861111111,0.410416667,0.611111111,0
55464,55,IMB0481,22/03/2010 0:00,0,0.336111111,0.720138889,0,0,0
55969,55,WPR0368,22/03/2010 0:00,0,0.345833333,0.864583333,0,0,0
56420,56,HPR0585,23/03/2010 0:00,0,0.354166667,0.770138889,0,0,0
56477,56,JBD0616,23/03/2010 0:00,0,0.338888889,0.718055556,0.484722222,0.682638889,0
56838,56,SAH0599,23/03/2010 0:00,0,0.359027778,0.769444444,0,0,0
57248,57,DFH0188,24/03/2010 0:00,0,0.292361111,0.7625,0.540277778,0.565277778,0
57359,57,GDF0704,24/03/2010 0:00,0,0.318055556,0.7,0,0,0
57441,57,IBB0696,24/03/2010 0:00,0,0.3125,0.7,0.452083333,0.453472222,0
57746,57,ONL0276,24/03/2010 0:00,0,0.297916667,0.722916667,0,0,0
57760,57,PGC0066,24/03/2010 0:00,0,0.325,0.760416667,0,0,0
57810,57,RIH0777,24/03/2010 0:00,0,0.349305556,0.69375,0,0,0
58186,58,CJF0802,25/03/2010 0:00,0,0.23125,0.717361111,0,0,0
58413,58,HLH0512,25/03/2010 0:00,0,0.375,0.706944444,0,0,0
58986,58,YIC0195,25/03/2010 0:00,0,0.34375,0.760416667,0,0,0
59445,59,ICH0294,26/03/2010 0:00,0,0.368055556,0.746527778,0.575,0.593055556,0
59529,59,JTM0223,26/03/2010 0:00,0,0.302083333,0.921527778,0,0,0
60319,60,ETR0428,29/03/2010 0:00,0,0.330555556,0.710416667,0,0,0
60498,60,JJB0127,29/03/2010 0:00,0,0.342361111,0.811111111,0,0,0
60519,60,JOM0750,29/03/2010 0:00,0,0.332638889,0.717361111,0,0,0
61011,61,ABH0663,30/03/2010 0:00,0,0.322916667,0.704861111,0,0,0
61245,61,DDA0476,30/03/2010 0:00,0,0.3375,0.716666667,0,0,0
61348,61,FXF0957,30/03/2010 0:00,0,0.308333333,0.672916667,0,0,0
61365,61,GLR0975,30/03/2010 0:00,0,0.333333333,0.751388889,0,0,0
62687,62,MTT0901,31/03/2010 0:00,0,0,0,0,0,0
62948,62,VMJ0546,31/03/2010 0:00,0,0.322916667,0.759027778,0.411111111,0.486805556,0
63263,63,DLF0377,1/04/2010 0:00,0,0.331944444,0.674305556,0,0,0
63549,63,KES0729,1/04/2010 0:00,0,0.327083333,0.713194444,0,0,0
63710,63,NHH0185,1/04/2010 0:00,0,0.302083333,0.76875,0,0,0
63983,63,YCE0983,1/04/2010 0:00,0,0.320138889,0.743055556,0,0,0
64066,64,AOS0987,2/04/2010 0:00,0,0,0,0,0,0
64250,64,DGF0443,2/04/2010 0:00,0,0,0,0,0,0
64525,64,JRL0574,2/04/2010 0:00,0,0,0,0,0,0
64576,64,KRM0541,2/04/2010 0:00,0,0,0,0,0,0
65169,65,CCW0031,5/04/2010 0:00,0,0.313194444,0.658333333,0,0,0
65566,65,KNG0672,5/04/2010 0:00,0,0.331944444,0.670138889,0,0,0
65723,65,NNA0610,5/04/2010 0:00,0,0.326388889,0.713888889,0,0,0
66625,66,MAD0753,6/04/2010 0:00,0,0.329861111,0.711805556,0,0,0
66664,66,MKW0441,6/04/2010 0:00,0,0.33125,0.704166667,0.439583333,0.576388889,0
67192,67,CJP0952,7/04/2010 0:00,0,0.292361111,0.6875,0,0,0
67656,67,MIM0712,7/04/2010 0:00,0,0.313194444,0.700694444,0,0,0
68387,68,HCC0344,8/04/2010 0:00,0,0.302777778,0.751388889,0,0,0
68936,68,UFK0208,8/04/2010 0:00,0,0.324305556,0.653472222,0,0,0
69119,69,BLS0678,9/04/2010 0:00,0,0.323611111,0.675,0,0,0
69552,69,KJJ0293,9/04/2010 0:00,0,0.375694444,0.75,0,0,0
69673,69,MNR0829,9/04/2010 0:00,0,0.356944444,0.81875,0,0,0
69926,69,TSR0676,9/04/2010 0:00,0,0.335416667,0.672222222,0.43125,0.570833333,0
71001,71,AAF0535,13/04/2010 0:00,0,0.380555556,0.711111111,0.569444444,0.621527778,0
71448,71,IEB0153,13/04/2010 0:00,0,0.346527778,0.775694444,0,0,0
71741,71,OLB0749,13/04/2010 0:00,0,0.325694444,0.715972222,0,0,0
72585,72,KWE0082,14/04/2010 0:00,0,0.322916667,0.713194444,0.341666667,0.375694444,0
73353,73,GCC0945,15/04/2010 0:00,0,0.302083333,0.675694444,0,0,0
73796,73,RCC0617,15/04/2010 0:00,0,0.333333333,0.708333333,0,0,0
74285,74,ECF0828,16/04/2010 0:00,0,0.346527778,0.815277778,0,0,0
74307,74,EMW0105,16/04/2010 0:00,0,0.376388889,0.763888889,0,0,0
74645,74,MDM0976,16/04/2010 0:00,0,0.324305556,0.754861111,0,0,0
75184,75,CIM0926,19/04/2010 0:00,0,0.352777778,0.818055556,0,0,0
75248,75,DFH0188,19/04/2010 0:00,0,0.293055556,0.764583333,0,0,0
75282,75,DZC0228,19/04/2010 0:00,0,0.333333333,0.800694444,0,0,0
75360,75,GHH0288,19/04/2010 0:00,0,0.374305556,0.753472222,0.557638889,0.709027778,0
75370,75,GQF0659,19/04/2010 0:00,0,0.383333333,0.885416667,0,0,0
76046,76,AKW0167,20/04/2010 0:00,0,0.322916667,0.655555556,0,0,0
76055,76,AMJ0297,20/04/2010 0:00,0,0.375,0.747916667,0,0,0
76057,76,AMR0318,20/04/2010 0:00,0,0.322916667,0.65625,0,0,0
76960,76,WGS0516,20/04/2010 0:00,0,0.377083333,0.702777778,0,0,0
77713,77,NJC0705,21/04/2010 0:00,0,0.322222222,0.700694444,0,0,0
78089,78,BAJ0654,22/04/2010 0:00,0,0.388888889,0.891666667,0,0,0
78259,78,DIW0118,22/04/2010 0:00,0,0.300694444,0.682638889,0.317361111,0.640972222,2
79336,79,FMG0527,23/04/2010 0:00,0,0.377083333,0.706944444,0,0,0
79499,79,JJB0700,23/04/2010 0:00,0,0.33125,0.689583333,0,0,0
79554,79,KJP0371,23/04/2010 0:00,0,0.025694444,0.758333333,0,0,0
80043,80,AKH0758,26/04/2010 0:00,0,0.355555556,0.6875,0,0,0
80086,80,AVM0947,26/04/2010 0:00,0,0.292361111,0.671527778,0.298611111,0.668055556,2
80329,80,FGW0853,26/04/2010 0:00,0,0.325,0.739583333,0,0,0
80757,80,PDW0259,26/04/2010 0:00,0,0.324305556,0.693055556,0,0,0
81431,81,HVB0037,27/04/2010 0:00,0,0.3125,0.664583333,0,0,0
81795,81,RBB0485,27/04/2010 0:00,0,0.336805556,0.720138889,0,0,0
81999,81,ZSL0305,27/04/2010 0:00,0,0.38125,0.759027778,0,0,0
82033,82,AJD0074,28/04/2010 0:00,0,0.291666667,0.675694444,0.4875,0.516666667,0
82488,82,JDC0030,28/04/2010 0:00,0,0.34375,0.815277778,0.434722222,0.624305556,0
83313,83,ESA0642,29/04/2010 0:00,0,0.39375,0.875694444,0,0,0
83604,83,LHN0151,29/04/2010 0:00,0,0.361111111,0.686805556,0,0,0
83624,83,MAD0496,29/04/2010 0:00,0,0.348611111,0.729166667,0,0,0
85602,85,LHB0967,3/05/2010 0:00,0,0.304861111,0.674305556,0,0,0
85699,85,NBH0256,3/05/2010 0:00,0,0.324305556,0.697916667,0,0,0
85851,85,SCP0130,3/05/2010 0:00,0,0.383333333,0.747222222,0.540972222,0.552777778,0
86135,86,BSS0463,4/05/2010 0:00,0,0.334027778,0.753472222,0,0,0
86584,86,KWC0004,4/05/2010 0:00,0,0.327777778,0.707638889,0,0,0
87250,87,DGF0443,5/05/2010 0:00,0,0.334722222,0.708333333,0,0,0
87492,87,JFC0757,5/05/2010 0:00,0,0.357638889,0.684722222,0,0,0
87621,87,LRW0970,5/05/2010 0:00,0,0.30625,0.671527778,0,0,0
87721,87,NMG0766,5/05/2010 0:00,0,0.359722222,0.681944444,0,0,0
88039,88,AJR0319,6/05/2010 0:00,0,0.321527778,0.649305556,0,0,0
88472,88,IYB0918,6/05/2010 0:00,0,0.361111111,0.808333333,0,0,0
88915,88,TLM0797,6/05/2010 0:00,0,0.345833333,0.717361111,0,0,0
89233,89,CWR0502,7/05/2010 0:00,0,0.338888889,0.725,0.576388889,0.581944444,0
90022,90,AHC0142,10/05/2010 0:00,0,0.296527778,0.723611111,0,0,0
90766,90,PKB0429,10/05/2010 0:00,0,0.335416667,0.707638889,0,0,0
91040,91,AJR0932,11/05/2010 0:00,0,0.3,0.678472222,0,0,0
91240,91,DBG0261,11/05/2010 0:00,0,0.322916667,0.697916667,0,0,0
91680,91,MSD0939,11/05/2010 0:00,0,0.300694444,0.684722222,0,0,0
92342,92,FRR0832,12/05/2010 0:00,0,0.354166667,0.819444444,0,0,0
92545,92,KCO0122,12/05/2010 0:00,0,0.382638889,0.888194444,0.385416667,0.391666667,0
93970,93,WRM0963,13/05/2010 0:00,0,0.291666667,0.677777778,0,0,0
94010,94,ABC0253,14/05/2010 0:00,0,0.321527778,0.700694444,0,0,0
94082,94,ASV0946,14/05/2010 0:00,0,0.297916667,0.6875,0,0,0
94738,94,OJK0233,14/05/2010 0:00,0,0.333333333,0.793055556,0,0,0
95529,95,JTM0223,17/05/2010 0:00,0,0.183333333,0.990277778,0,0,0
95897,95,TAP0551,17/05/2010 0:00,0,0.325,0.744444444,0,0,0
95911,95,TJD0996,17/05/2010 0:00,0,0.345833333,0.802083333,0,0,0
96113,96,BJM0111,18/05/2010 0:00,0,0.390277778,0.766666667,0.455555556,0.763888889,2
96679,96,MPT0376,18/05/2010 0:00,0,0.336805556,0.665972222,0.434722222,0.454166667,0
96964,96,WKD0013,18/05/2010 0:00,0,0.375,0.76875,0,0,0
97233,97,CWR0502,19/05/2010 0:00,0,0.342361111,0.71875,0.68125,0.711111111,0
97556,97,KJW0416,19/05/2010 0:00,0,0.328472222,0.753472222,0,0,0
97825,97,RRP0568,19/05/2010 0:00,0,0.372222222,0.75,0,0,0
98373,98,GRM0868,20/05/2010 0:00,0,0.322916667,0.743055556,0,0,0
98537,98,KBB0189,20/05/2010 0:00,0,0.291666667,0.672222222,0,0,0
98843,98,SBH0537,20/05/2010 0:00,0,0.36875,0.751388889,0,0,0
98862,98,SGS0268,20/05/2010 0:00,0,0.302777778,0.719444444,0,0,0
99740,99,OKC0107,21/05/2010 0:00,0,0.380555556,0.763888889,0,0,0
100172,100,CEJ0109,24/05/2010 0:00,0,0.386805556,0.759722222,0.459027778,0.647916667,0
100511,100,JMD0520,24/05/2010 0:00,0,0.372916667,0.713194444,0.477083333,0.670138889,0
100583,100,KVT0028,24/05/2010 0:00,0,0.328472222,0.776388889,0,0,0
100812,100,RJM0381,24/05/2010 0:00,0,0.324305556,0.669444444,0,0,0
100813,100,RKD0604,24/05/2010 0:00,0,0.325694444,0.711805556,0,0,0
101637,101,MCF0327,25/05/2010 0:00,0,0.323611111,0.654166667,0,0,0
101845,101,SBN0495,25/05/2010 0:00,0,0.347222222,0.715972222,0,0,0
102000,102,AAE0190,26/05/2010 0:00,0,0.34375,0.759027778,0,0,0
102001,102,AAF0535,26/05/2010 0:00,0,0.377083333,0.708333333,0.551388889,0.551388889,0
102212,102,COM0321,26/05/2010 0:00,0,0.327777778,0.651388889,0,0,0
103383,103,HAM0985,27/05/2010 0:00,0,0.318055556,0.747222222,0,0,0
104233,104,CWR0502,28/05/2010 0:00,0,0.3375,0.721527778,0.520833333,0.656944444,0
104422,104,HRD0635,28/05/2010 0:00,0,0,0,0,0,0
105019,105,AES0827,31/05/2010 0:00,0,0,0,0,0,0
105772,105,PNH0761,31/05/2010 0:00,0,0,0,0,0,0
105876,105,SMW0084,31/05/2010 0:00,0,0,0,0,0,0
106218,106,CRK0916,1/06/2010 0:00,0,0.345833333,0.811111111,0,0,0
107529,107,JTM0223,2/06/2010 0:00,0,0.123611111,0.968055556,0,0,0
108128,108,BRB0355,3/06/2010 0:00,0,0.365277778,0.709027778,0.573611111,0.68125,0
108493,108,JGM0934,3/06/2010 0:00,0,0.291666667,0.679166667,0,0,0
108840,108,SAP0867,3/06/2010 0:00,0,0.321527778,0.743055556,0,0,0
108874,108,SMB0804,3/06/2010 0:00,0,0.333333333,0.724305556,0,0,0
109443,109,IBP0883,4/06/2010 0:00,0,0.375694444,0.764583333,0,0,0
109683,109,MSO0222,4/06/2010 0:00,0,0.292361111,0.934027778,0,0,0
109835,109,SAB0781,4/06/2010 0:00,0,0.353472222,0.690972222,0,0,0
110597,110,LDG0459,7/06/2010 0:00,0,0.327777778,0.754166667,0,0,0
111232,111,CWB0065,8/06/2010 0:00,0,0.304861111,0.635416667,0,0,0
111320,111,EWH0191,8/06/2010 0:00,0,0.315277778,0.641666667,0,0,0
111532,111,JZD0888,8/06/2010 0:00,0,0.388194444,0.760416667,0,0,0
111797,111,RCP0785,8/06/2010 0:00,0,0.355555556,0.684722222,0,0,0
111865,111,SIJ0661,8/06/2010 0:00,0,0.334027778,0.661111111,0,0,0
112421,112,HRB0351,9/06/2010 0:00,0,0.339583333,0.744444444,0,0,0
112423,112,HRL0540,9/06/2010 0:00,0,0.380555556,0.885416667,0.407638889,0.824305556,4
112485,112,JCV0245,9/06/2010 0:00,0,0.331944444,0.709027778,0,0,0
112741,112,OLB0749,9/06/2010 0:00,0,0,0,0,0,0
113222,113,CSC0217,10/06/2010 0:00,1,0.204166667,0.866666667,0.6375,0.776388889,2
113380,113,HAD0246,10/06/2010 0:00,0,0.330555556,0.911111111,0,0,0
114222,114,CSC0217,11/06/2010 0:00,1,0.010416667,0.935416667,0,0,0
115773,115,PNL0301,14/06/2010 0:00,1,0.370833333,0.752777778,0.642361111,0.681944444,0
116091,116,BAL0044,15/06/2010 0:00,0,0.130555556,0.64375,0.138194444,0.618055556,2
116207,116,CMW0783,15/06/2010 0:00,0,0.358333333,0.686805556,0,0,0
116457,116,IJW0851,15/06/2010 0:00,0,0.315277778,0.732638889,0,0,0
116521,116,JPW0741,15/06/2010 0:00,0,0.331944444,0.708333333,0,0,0
116595,116,LDB0090,15/06/2010 0:00,0,0.306944444,0.652083333,0,0,0
116773,116,PNL0301,15/06/2010 0:00,1,0.369444444,0.754861111,0.431944444,0.677083333,0
117202,117,CLH0703,16/06/2010 0:00,0,0.324305556,0.697222222,0,0,0
117593,117,LCC0819,16/06/2010 0:00,1,0.355555556,0.856944444,0.640277778,0.843055556,2
117773,117,PNL0301,16/06/2010 0:00,1,0.376388889,0.75,0.386805556,0.696527778,0
118375,118,GTD0219,17/06/2010 0:00,1,0.091666667,0.840277778,0.140277778,0.765277778,4
118592,118,LCB0664,17/06/2010 0:00,0,0.340277778,0.700694444,0.349305556,0.676388889,0
118593,118,LCC0819,17/06/2010 0:00,1,0.363888889,0.844444444,0.682638889,0.702083333,0
118773,118,PNL0301,17/06/2010 0:00,1,0.375694444,0.748611111,0,0,0
119375,119,GTD0219,18/06/2010 0:00,1,0.313888889,0.877083333,0.458333333,0.871527778,2
119593,119,LCC0819,18/06/2010 0:00,1,0.361805556,0.845833333,0.455555556,0.711805556,0
119773,119,PNL0301,18/06/2010 0:00,1,0.375694444,0.75,0.55,0.724305556,0
119973,119,WTR0563,18/06/2010 0:00,0,0.375694444,0.749305556,0,0,0
119999,119,ZSL0305,18/06/2010 0:00,0,0.379166667,0.744444444,0,0,0
120290,120,EFS0882,21/06/2010 0:00,0,0.375,0.759027778,0,0,0
120584,120,KWC0004,21/06/2010 0:00,0,0.335416667,0.713194444,0,0,0
120593,120,LCC0819,21/06/2010 0:00,1,0.361805556,0.861111111,0.535416667,0.794444444,2
120773,120,PNL0301,21/06/2010 0:00,1,0.36875,0.758333333,0.472222222,0.753472222,1
