index,date_index,user_index,date,label,f1,f2,f3,f4,f5,g1,g2
11765,11,PKB0281,19/01/2010 0:00,0,0.384027778,0.768055556,0,0,0,-1.41587162,-0.278014243
12296,12,EHD0584,20/01/2010 0:00,0,0.347916667,0.778472222,0,0,0,-0.812257349,-0.586726189
12737,12,OHC0973,20/01/2010 0:00,0,0.3,0.684722222,0,0,0,-0.817148805,-0.582839429
13001,13,AAF0535,21/01/2010 0:00,0,0.377083333,0.701388889,0.445833333,0.500694444,0,-0.775768042,-0.616834581
13120,13,BMC0547,21/01/2010 0:00,0,0.334027778,0.745138889,0,0,0,-1.260041714,-0.333575577
13602,13,LHB0967,21/01/2010 0:00,0,0.293055556,0.676388889,0,0,0,-0.817149162,-0.582839251
13955,13,WBC0315,21/01/2010 0:00,0,0.326388889,0.652777778,0,0,0,-0.640101552,-0.749165058
14183,14,CIM0271,22/01/2010 0:00,0,0.302083333,0.724305556,0.529166667,0.657638889,0,-1.009031773,-0.453456163
14919,14,TPH0474,22/01/2010 0:00,0,0.332638889,0.752777778,0,0,0,-0.051765241,-2.986806631
15338,15,FPC0954,25/01/2010 0:00,0,0.300694444,0.683333333,0,0,0,-0.817148924,-0.582839429
16017,16,ADD0846,26/01/2010 0:00,0,0.35625,0.811111111,0,0,0,-0.095376089,-2.397236347
16087,16,AWM0764,26/01/2010 0:00,0,0.353472222,0.6875,0,0,0,-0.370948941,-1.171438336
16237,16,DAL0673,26/01/2010 0:00,0,0.334027778,0.664583333,0.409722222,0.483333333,0,-0.251323581,-1.504045129
16244,16,DCH0843,26/01/2010 0:00,0,0.344444444,0.811111111,0,0,0,-0.095376305,-2.397234678
16275,16,DRR0242,26/01/2010 0:00,0,0.3375,0.745138889,0,0,0,-1.630175114,-0.218025744
16813,16,RKD0604,26/01/2010 0:00,0,0.324305556,0.707638889,0,0,0,-1.022114992,-0.446026295
16970,16,WRM0963,26/01/2010 0:00,0,0.306944444,0.673611111,0,0,0,-0.817149043,-0.58283931
17135,17,BSS0463,27/01/2010 0:00,0,0.33125,0.75,0,0,0,-0.051765352,-2.986804962
17658,17,MJM0510,27/01/2010 0:00,0,0.372222222,0.715972222,0,0,0,-0.775628567,-0.616953611
17669,17,MLP0668,27/01/2010 0:00,0,0.325,0.670138889,0,0,0,-0.250711739,-1.506189585
17834,17,SAA0999,27/01/2010 0:00,0,0.335416667,0.8125,0.540972222,0.806944444,2,-0.076327965,-2.61063695
18428,18,HSP0290,28/01/2010 0:00,0,0.377083333,0.757638889,0,0,0,-1.478707314,-0.258682787
19166,19,CCM0467,29/01/2010 0:00,0,0.333333333,0.747222222,0,0,0,-0.051765352,-2.986804724
19179,19,CGF0337,29/01/2010 0:00,0,0.302777778,0.757638889,0,0,0,-0.074884132,-2.629021406
19405,19,HIW0536,29/01/2010 0:00,0,0.333333333,0.75,0,0,0,-0.659073889,-0.728422523
19465,19,IMG0320,29/01/2010 0:00,0,0.325694444,0.646527778,0,0,0,-0.64010191,-0.749164701
19565,19,KNB0022,29/01/2010 0:00,0,0.313194444,0.645833333,0,0,0,-0.06421487,-2.777456999
19653,19,MIB0904,29/01/2010 0:00,0,0.386805556,0.753472222,0,0,0,-0.060426686,-2.836385965
20402,20,HGH0595,1/02/2010 0:00,0,0.363888889,0.770138889,0,0,0,-0.812257409,-0.586726189
20811,20,RJB0088,1/02/2010 0:00,0,0.325,0.695833333,0,0,0,-0.112041146,-2.244386435
20906,20,TET0621,1/02/2010 0:00,0,0.332638889,0.705555556,0,0,0,-1.022114873,-0.446026444
21100,21,BCR0581,2/02/2010 0:00,0,0.359722222,0.770138889,0,0,0,-0.812257528,-0.586726129
21273,21,DPS0262,2/02/2010 0:00,0,0.324305556,0.694444444,0,0,0,-0.112041362,-2.244384527
22193,22,CJV0286,3/02/2010 0:00,0,0.394444444,0.755555556,0,0,0,-1.415871859,-0.278014153
22398,22,HDL0748,3/02/2010 0:00,0,0.340277778,0.698611111,0,0,0,-0.128339291,-2.116561174
22413,22,HLH0512,3/02/2010 0:00,0,0.367361111,0.709027778,0,0,0,-0.775628924,-0.616953254
23339,23,FQA0854,4/02/2010 0:00,0,0.323611111,0.736805556,0,0,0,-0.132022947,-2.090064526
24517,24,JNJ0556,5/02/2010 0:00,0,0.373611111,0.749305556,0.446527778,0.66875,0,-0.929345787,-0.502215922
24894,24,SVS0871,5/02/2010 0:00,0,0.325,0.733333333,0,0,0,-0.132023156,-2.090063334
25882,25,SOF0808,8/02/2010 0:00,0,0.346527778,0.853472222,0,0,0,-1.414216518,-0.278545201
27015,27,ACV0812,10/02/2010 0:00,0,0.354166667,0.851388889,0,0,0,-1.414216399,-0.27854529
27027,27,AIH0675,10/02/2010 0:00,0,0.334722222,0.665972222,0,0,0,-0.250711739,-1.506189823
27289,27,EDB0714,10/02/2010 0:00,0,0.327777778,0.692361111,0.426388889,0.456944444,0,-0.730820835,-0.656841338
27438,27,IAR0694,10/02/2010 0:00,0,0.36875,0.793055556,0,0,0,-0.507229269,-0.921709597
27852,27,SDB0106,10/02/2010 0:00,0,0.385416667,0.760416667,0,0,0,-1.415871859,-0.278014153
28126,28,BNR0965,11/02/2010 0:00,0,0.302083333,0.675,0,0,0,-0.817149043,-0.58283931
28987,28,YJF0532,11/02/2010 0:00,0,0.364583333,0.704166667,0,0,0,-0.775629222,-0.616953075
29180,29,CHG0146,12/02/2010 0:00,0,0.355555556,0.684722222,0,0,0,-0.227125406,-1.59366703
29526,29,JRS0362,12/02/2010 0:00,0,0.013888889,0.840972222,0,0,0,-0.364803076,-1.185260296
30931,30,TYB0779,15/02/2010 0:00,0,0.345833333,0.692361111,0,0,0,-0.370948941,-1.171438456
31132,31,BSB0990,16/02/2010 0:00,0,0.302083333,0.635416667,0,0,0,-0.230910927,-1.578957915
31154,31,CAM0681,16/02/2010 0:00,0,0.377083333,0.790972222,0.414583333,0.711111111,0,-0.509575844,-0.918168366
31343,31,FSB0399,16/02/2010 0:00,0,0.3375,0.786805556,0,0,0,-1.092247367,-0.408662826
31419,31,HPM0986,16/02/2010 0:00,0,0.323611111,0.736111111,0,0,0,-0.283094943,-1.400183439
31463,31,ILR0304,16/02/2010 0:00,0,0.377777778,0.745138889,0,0,0,-1.47870779,-0.258682698
32315,32,ESH0283,17/02/2010 0:00,0,0.375694444,0.761805556,0.397916667,0.426388889,0,-1.41600132,-0.277972639
32973,32,WTR0563,17/02/2010 0:00,0,0.36875,0.759027778,0,0,0,-0.928959012,-0.502468407
33193,33,CJV0286,18/02/2010 0:00,0,0.383333333,0.751388889,0,0,0,-1.415872216,-0.278013974
33669,33,MLP0668,18/02/2010 0:00,0,0.327083333,0.675,0,0,0,-0.250710547,-1.506193876
33711,33,NIH0969,18/02/2010 0:00,0,0.308333333,0.677083333,0,0,0,-0.817149043,-0.58283937
34263,34,DLF0377,19/02/2010 0:00,0,0.33125,0.670833333,0,0,0,-0.142043054,-2.021805763
34296,34,EHD0584,19/02/2010 0:00,0,0.353472222,0.777083333,0,0,0,-0.812257349,-0.586726248
35050,35,ALD0544,22/02/2010 0:00,0,0.329861111,0.743055556,0,0,0,-1.26004231,-0.333575249
35489,35,JDF0593,22/02/2010 0:00,0,0.354166667,0.770833333,0.377777778,0.754861111,1,-0.812446177,-0.586575627
35540,35,KBL0260,22/02/2010 0:00,0,0.320833333,0.707638889,0,0,0,-0.11203976,-2.244398832
36404,36,HIA0414,23/02/2010 0:00,0,0.330555556,0.754166667,0,0,0,-0.925188839,-0.504937291
36496,36,JIG0128,23/02/2010 0:00,0,0.336805556,0.811111111,0,0,0,-0.075622834,-2.619570494
37049,37,ALD0529,24/02/2010 0:00,0,0.377083333,0.703472222,0,0,0,-0.775628984,-0.616953194
37179,37,CGF0337,24/02/2010 0:00,0,0.304166667,0.757638889,0,0,0,-0.074884132,-2.629021883
37474,37,JAJ0849,24/02/2010 0:00,0,0.345138889,0.816666667,0,0,0,-0.095376089,-2.397236824
37606,37,LJB0826,24/02/2010 0:00,0,0.360416667,0.810416667,0,0,0,-0.095376089,-2.397236824
37977,37,XBN0229,24/02/2010 0:00,0,0.334722222,0.791666667,0,0,0,-1.566327929,-0.234217867
38417,38,HOB0994,25/02/2010 0:00,0,0.386805556,0.882638889,0,0,0,-2.860592842,-0.058938
39412,39,HKR0628,26/02/2010 0:00,0,0.327083333,0.714583333,0,0,0,-1.022114396,-0.446026683
39814,39,RKF0164,26/02/2010 0:00,0,0.297916667,0.68125,0,0,0,-1.469195127,-0.261508405
39858,39,SES0477,26/02/2010 0:00,0,0.336111111,0.728472222,0,0,0,-1.308746457,-0.314927936
40134,40,BSS0369,1/03/2010 0:00,0,0.345833333,0.7125,0.415277778,0.711805556,0,-0.365689665,-1.183249235
40647,40,MFV0897,1/03/2010 0:00,0,0.375,0.767361111,0,0,0,-0.060426686,-2.836386204
40831,40,RVF0201,1/03/2010 0:00,0,0.3,0.728472222,0.375,0.667361111,0,-1.503280759,-0.251542211
41252,41,DGN0480,2/03/2010 0:00,0,0.345833333,0.717361111,0,0,0,-1.308746576,-0.314927757
42633,42,MBJ0312,3/03/2010 0:00,0,0.323611111,0.654861111,0.395138889,0.408333333,0,-0.64023149,-0.74902004
44416,44,HMW0713,5/03/2010 0:00,0,0.326388889,0.695138889,0,0,0,-0.730747342,-0.656909704
44650,44,MHG0244,5/03/2010 0:00,0,0.334027778,0.707638889,0,0,0,-0.169399425,-1.859000087
45900,45,TDG0962,8/03/2010 0:00,0,0.304861111,0.676388889,0,0,0,-0.817148983,-0.58283931
46048,46,ALC0788,9/03/2010 0:00,0,0.350694444,0.817361111,0,0,0,-0.176271036,-1.822573781
46201,46,CLF0852,9/03/2010 0:00,0,0.320138889,0.748611111,0,0,0,-0.132022426,-2.090068817
46563,46,KMS0657,9/03/2010 0:00,0,0.378472222,0.890277778,0,0,0,-1.059937477,-0.425378352
46669,46,MLP0668,9/03/2010 0:00,0,0.331944444,0.673611111,0,0,0,-0.250710368,-1.506194472
47678,47,MPM0220,10/03/2010 0:00,0,0.275,0.973611111,0.276388889,0.968055556,8,-1.680705905,-0.206092849
47800,47,RDT0424,10/03/2010 0:00,0,0.329861111,0.752777778,0,0,0,-0.925188959,-0.504937112
48237,48,DAL0673,11/03/2010 0:00,0,0.335416667,0.665972222,0.384027778,0.405555556,0,-0.251244605,-1.504322052
48494,48,JGT0221,11/03/2010 0:00,0,0.280555556,0.865972222,0,0,0,-1.680407405,-0.206161141
48801,48,RFP0380,11/03/2010 0:00,0,0.333333333,0.664583333,0,0,0,-0.142044395,-2.021797419
49505,49,JKJ0698,12/03/2010 0:00,0,0.315277778,0.701388889,0,0,0,-0.730747223,-0.656909704
49673,49,MNR0829,12/03/2010 0:00,0,0.345833333,0.821527778,0,0,0,-0.095375873,-2.397238493
50010,50,ABC0253,15/03/2010 0:00,0,0.313194444,0.701388889,0,0,0,-0.112041041,-2.24438715
51030,51,AIP0982,16/03/2010 0:00,0,0.327777778,0.740972222,0.61875,0.650694444,0,-0.290624619,-1.377518296
51054,51,AMH0794,16/03/2010 0:00,0,0.345138889,0.727083333,0,0,0,-0.057034053,-2.892488003
51110,51,BIS0247,16/03/2010 0:00,0,0.327777778,0.703472222,0.525,0.532638889,0,-0.169950947,-1.856017947
51517,51,JNJ0556,16/03/2010 0:00,0,0.375694444,0.749305556,0.392361111,0.745833333,0,-0.9293648,-0.502203703
51528,51,JSH0330,16/03/2010 0:00,0,0.298611111,0.760416667,0,0,0,-0.074884132,-2.629021883
51841,51,SAT0194,16/03/2010 0:00,0,0.346527778,0.765277778,0,0,0,-0.047078397,-3.079387903
52174,52,CFG0959,17/03/2010 0:00,0,0.295138889,0.685416667,0,0,0,-0.817148924,-0.582839429
52244,52,DCH0843,17/03/2010 0:00,0,0.352083333,0.820833333,0,0,0,-0.095375761,-2.397239208
53247,53,DEB0782,18/03/2010 0:00,0,0.35,0.689583333,0,0,0,-0.370948941,-1.171438336
53870,53,SKG0759,18/03/2010 0:00,0,0.355555556,0.691666667,0,0,0,-0.370948851,-1.171438694
53930,53,TVS0050,18/03/2010 0:00,0,0.297222222,0.635416667,0,0,0,-0.148765519,-1.978844881
53944,53,VFM0814,18/03/2010 0:00,0,0.352083333,0.861111111,0.410416667,0.611111111,0,-1.414814472,-0.278353274
55464,55,IMB0481,22/03/2010 0:00,0,0.336111111,0.720138889,0,0,0,-1.308746696,-0.314927757
55969,55,WPR0368,22/03/2010 0:00,0,0.345833333,0.864583333,0,0,0,-0.364764839,-1.185347199
56420,56,HPR0585,23/03/2010 0:00,0,0.354166667,0.770138889,0,0,0,-0.812257648,-0.586726069
56477,56,JBD0616,23/03/2010 0:00,0,0.338888889,0.718055556,0.484722222,0.682638889,0,-1.022397995,-0.445867389
56838,56,SAH0599,23/03/2010 0:00,0,0.359027778,0.769444444,0,0,0,-0.812257528,-0.586726069
57248,57,DFH0188,24/03/2010 0:00,0,0.292361111,0.7625,0.540277778,0.565277778,0,-0.074994624,-2.627601147
57359,57,GDF0704,24/03/2010 0:00,0,0.318055556,0.7,0,0,0,-0.730747223,-0.656909704
57441,57,IBB0696,24/03/2010 0:00,0,0.3125,0.7,0.452083333,0.453472222,0,-0.730822086,-0.656840324
57746,57,ONL0276,24/03/2010 0:00,0,0.297916667,0.722916667,0,0,0,-1.008460402,-0.453784108
57760,57,PGC0066,24/03/2010 0:00,0,0.325,0.760416667,0,0,0,-1.630173445,-0.218026131
57810,57,RIH0777,24/03/2010 0:00,0,0.349305556,0.69375,0,0,0,-0.370948851,-1.171438694
58186,58,CJF0802,25/03/2010 0:00,0,0.23125,0.717361111,0,0,0,-0.057047449,-2.892260551
58413,58,HLH0512,25/03/2010 0:00,0,0.375,0.706944444,0,0,0,-0.775628924,-0.616953373
58986,58,YIC0195,25/03/2010 0:00,0,0.34375,0.760416667,0,0,0,-0.047082379,-3.079305172
59445,59,ICH0294,26/03/2010 0:00,0,0.368055556,0.746527778,0.575,0.593055556,0,-1.478794456,-0.258657098
59529,59,JTM0223,26/03/2010 0:00,0,0.302083333,0.921527778,0,0,0,-1.680403829,-0.206162006
60319,60,ETR0428,29/03/2010 0:00,0,0.330555556,0.710416667,0,0,0,-0.072591692,-2.658981323
60498,60,JJB0127,29/03/2010 0:00,0,0.342361111,0.811111111,0,0,0,-0.075622171,-2.619577885
60519,60,JOM0750,29/03/2010 0:00,0,0.332638889,0.717361111,0,0,0,-0.128338248,-2.116568804
61011,61,ABH0663,30/03/2010 0:00,0,0.322916667,0.704861111,0,0,0,-0.568672299,-0.835348725
61245,61,DDA0476,30/03/2010 0:00,0,0.3375,0.716666667,0,0,0,-1.308746815,-0.314927757
61348,61,FXF0957,30/03/2010 0:00,0,0.308333333,0.672916667,0,0,0,-0.817149043,-0.58283931
61365,61,GLR0975,30/03/2010 0:00,0,0.333333333,0.751388889,0,0,0,-0.203495502,-1.692134261
62687,62,MTT0901,31/03/2010 0:00,0,0,0,0,0,0,-0.060497269,-2.835253239
62948,62,VMJ0546,31/03/2010 0:00,0,0.322916667,0.759027778,0.411111111,0.486805556,0,-1.26056087,-0.33337
63263,63,DLF0377,1/04/2010 0:00,0,0.331944444,0.674305556,0,0,0,-0.14204213,-2.021811724
63549,63,KES0729,1/04/2010 0:00,0,0.327083333,0.713194444,0,0,0,-0.128338769,-2.116565466
63710,63,NHH0185,1/04/2010 0:00,0,0.302083333,0.76875,0,0,0,-0.074883692,-2.629027605
63983,63,YCE0983,1/04/2010 0:00,0,0.320138889,0.743055556,0,0,0,-0.283085078,-1.400213718
64066,64,AOS0987,2/04/2010 0:00,0,0,0,0,0,0,-0.087855205,-2.475670576
64250,64,DGF0443,2/04/2010 0:00,0,0,0,0,0,0,-0.072653435,-2.658160925
64525,64,JRL0574,2/04/2010 0:00,0,0,0,0,0,0,-0.81230092,-0.586691439
64576,64,KRM0541,2/04/2010 0:00,0,0,0,0,0,0,-1.260198355,-0.333513498
65169,65,CCW0031,5/04/2010 0:00,0,0.313194444,0.658333333,0,0,0,-0.269384354,-1.443286657
65566,65,KNG0672,5/04/2010 0:00,0,0.331944444,0.670138889,0,0,0,-0.250711113,-1.50619185
65723,65,NNA0610,5/04/2010 0:00,0,0.326388889,0.713888889,0,0,0,-1.022114396,-0.446026593
66625,66,MAD0753,6/04/2010 0:00,0,0.329861111,0.711805556,0,0,0,-0.128338769,-2.116565466
66664,66,MKW0441,6/04/2010 0:00,0,0.33125,0.704166667,0.439583333,0.576388889,0,-0.072775595,-2.656541109
67192,67,CJP0952,7/04/2010 0:00,0,0.292361111,0.6875,0,0,0,-0.817148864,-0.582839429
67656,67,MIM0712,7/04/2010 0:00,0,0.313194444,0.700694444,0,0,0,-0.730747342,-0.656909704
68387,68,HCC0344,8/04/2010 0:00,0,0.302777778,0.751388889,0,0,0,-0.074884467,-2.629017591
68936,68,UFK0208,8/04/2010 0:00,0,0.324305556,0.653472222,0,0,0,-0.294749647,-1.365386367
69119,69,BLS0678,9/04/2010 0:00,0,0.323611111,0.675,0,0,0,-0.250710815,-1.506192803
69552,69,KJJ0293,9/04/2010 0:00,0,0.375694444,0.75,0,0,0,-1.478707671,-0.258682698
69673,69,MNR0829,9/04/2010 0:00,0,0.356944444,0.81875,0,0,0,-0.095375761,-2.397239208
69926,69,TSR0676,9/04/2010 0:00,0,0.335416667,0.672222222,0.43125,0.570833333,0,-0.251406848,-1.503753901
71001,71,AAF0535,13/04/2010 0:00,0,0.380555556,0.711111111,0.569444444,0.621527778,0,-0.775802851,-0.616805017
71448,71,IEB0153,13/04/2010 0:00,0,0.346527778,0.775694444,0,0,0,-2.20366025,-0.116981521
71741,71,OLB0749,13/04/2010 0:00,0,0.325694444,0.715972222,0,0,0,-0.12833856,-2.116566658
72585,72,KWE0082,14/04/2010 0:00,0,0.322916667,0.713194444,0.341666667,0.375694444,0,-0.169776425,-1.856960297
73353,73,GCC0945,15/04/2010 0:00,0,0.302083333,0.675694444,0,0,0,-0.817149103,-0.58283931
73796,73,RCC0617,15/04/2010 0:00,0,0.333333333,0.708333333,0,0,0,-1.022114635,-0.446026534
74285,74,ECF0828,16/04/2010 0:00,0,0.346527778,0.815277778,0,0,0,-0.095376089,-2.397236347
74307,74,EMW0105,16/04/2010 0:00,0,0.376388889,0.763888889,0,0,0,-1.415871859,-0.278014153
74645,74,MDM0976,16/04/2010 0:00,0,0.324305556,0.754861111,0,0,0,-0.203495696,-1.692133665
75184,75,CIM0926,19/04/2010 0:00,0,0.352777778,0.818055556,0,0,0,-0.101019815,-2.34252286
75248,75,DFH0188,19/04/2010 0:00,0,0.293055556,0.764583333,0,0,0,-0.07488402,-2.629022598
75282,75,DZC0228,19/04/2010 0:00,0,0.333333333,0.800694444,0,0,0,-1.566326141,-0.234218344
75360,75,GHH0288,19/04/2010 0:00,0,0.374305556,0.753472222,0.557638889,0.709027778,0,-1.478804111,-0.258654267
75370,75,GQF0659,19/04/2010 0:00,0,0.383333333,0.885416667,0,0,0,-1.059937716,-0.425378114
76046,76,AKW0167,20/04/2010 0:00,0,0.322916667,0.655555556,0,0,0,-0.640101552,-0.749165177
76055,76,AMJ0297,20/04/2010 0:00,0,0.375,0.747916667,0,0,0,-1.47870779,-0.258682698
76057,76,AMR0318,20/04/2010 0:00,0,0.322916667,0.65625,0,0,0,-0.640101492,-0.749165177
76960,76,WGS0516,20/04/2010 0:00,0,0.377083333,0.702777778,0,0,0,-0.775629044,-0.616953194
77713,77,NJC0705,21/04/2010 0:00,0,0.322222222,0.700694444,0,0,0,-0.730747223,-0.656909764
78089,78,BAJ0654,22/04/2010 0:00,0,0.388888889,0.891666667,0,0,0,-1.059936762,-0.42537865
78259,78,DIW0118,22/04/2010 0:00,0,0.300694444,0.682638889,0.317361111,0.640972222,2,-0.138156697,-2.04764986
79336,79,FMG0527,23/04/2010 0:00,0,0.377083333,0.706944444,0,0,0,-0.775628924,-0.616953373
79499,79,JJB0700,23/04/2010 0:00,0,0.33125,0.689583333,0,0,0,-0.730747402,-0.656909585
79554,79,KJP0371,23/04/2010 0:00,0,0.025694444,0.758333333,0,0,0,-0.364820957,-1.185219646
80043,80,AKH0758,26/04/2010 0:00,0,0.355555556,0.6875,0,0,0,-0.370948941,-1.171438456
80086,80,AVM0947,26/04/2010 0:00,0,0.292361111,0.671527778,0.298611111,0.668055556,2,-0.817227483,-0.582777262
80329,80,FGW0853,26/04/2010 0:00,0,0.325,0.739583333,0,0,0,-0.132022843,-2.090065956
80757,80,PDW0259,26/04/2010 0:00,0,0.324305556,0.693055556,0,0,0,-0.11204157,-2.244382858
81431,81,HVB0037,27/04/2010 0:00,0,0.3125,0.664583333,0,0,0,-0.294746429,-1.365395904
81795,81,RBB0485,27/04/2010 0:00,0,0.336805556,0.720138889,0,0,0,-1.308746696,-0.314927757
81999,81,ZSL0305,27/04/2010 0:00,0,0.38125,0.759027778,0,0,0,-1.478707314,-0.258682787
82033,82,AJD0074,28/04/2010 0:00,0,0.291666667,0.675694444,0.4875,0.516666667,0,-0.296089977,-1.361486554
82488,82,JDC0030,28/04/2010 0:00,0,0.34375,0.815277778,0.434722222,0.624305556,0,-0.329165041,-1.271268129
83313,83,ESA0642,29/04/2010 0:00,0,0.39375,0.875694444,0,0,0,-1.059938312,-0.425377876
83604,83,LHN0151,29/04/2010 0:00,0,0.361111111,0.686805556,0,0,0,-0.109340966,-2.267456293
83624,83,MAD0496,29/04/2010 0:00,0,0.348611111,0.729166667,0,0,0,-1.308746219,-0.314928025
85602,85,LHB0967,3/05/2010 0:00,0,0.304861111,0.674305556,0,0,0,-0.817149043,-0.58283931
85699,85,NBH0256,3/05/2010 0:00,0,0.324305556,0.697916667,0,0,0,-0.112040929,-2.244388819
85851,85,SCP0130,3/05/2010 0:00,0,0.383333333,0.747222222,0.540972222,0.552777778,0,-0.96840179,-0.47753495
86135,86,BSS0463,4/05/2010 0:00,0,0.334027778,0.753472222,0,0,0,-0.051765241,-2.986808062
86584,86,KWC0004,4/05/2010 0:00,0,0.327777778,0.707638889,0,0,0,-0.090240404,-2.450059414
87250,87,DGF0443,5/05/2010 0:00,0,0.334722222,0.708333333,0,0,0,-0.072591692,-2.658981323
87492,87,JFC0757,5/05/2010 0:00,0,0.357638889,0.684722222,0,0,0,-0.37094903,-1.171438336
87621,87,LRW0970,5/05/2010 0:00,0,0.30625,0.671527778,0,0,0,-0.817149103,-0.58283931
87721,87,NMG0766,5/05/2010 0:00,0,0.359722222,0.681944444,0,0,0,-0.37094903,-1.171438217
88039,88,AJR0319,6/05/2010 0:00,0,0.321527778,0.649305556,0,0,0,-0.64010185,-0.749164701
88472,88,IYB0918,6/05/2010 0:00,0,0.361111111,0.808333333,0,0,0,-0.101021759,-2.342505455
88915,88,TLM0797,6/05/2010 0:00,0,0.345833333,0.717361111,0,0,0,-0.057035066,-2.89247179
89233,89,CWR0502,7/05/2010 0:00,0,0.338888889,0.725,0.576388889,0.581944444,0,-1.308893681,-0.314873397
90022,90,AHC0142,10/05/2010 0:00,0,0.296527778,0.723611111,0,0,0,-0.089017108,-2.463104725
90766,90,PKB0429,10/05/2010 0:00,0,0.335416667,0.707638889,0,0,0,-0.072591692,-2.658980846
91040,91,AJR0932,11/05/2010 0:00,0,0.3,0.678472222,0,0,0,-0.145396635,-2.000107765
91240,91,DBG0261,11/05/2010 0:00,0,0.322916667,0.697916667,0,0,0,-0.112040929,-2.244388103
91680,91,MSD0939,11/05/2010 0:00,0,0.300694444,0.684722222,0,0,0,-0.145395711,-2.000113249
92342,92,FRR0832,12/05/2010 0:00,0,0.354166667,0.819444444,0,0,0,-0.095375873,-2.39723897
92545,92,KCO0122,12/05/2010 0:00,0,0.382638889,0.888194444,0.385416667,0.391666667,0,-2.861221313,-0.058899902
